target_date,actual_up,score,future_log_return,stage1_predicted_move,high_volatility,predicted_up,correct,outer_fold
2016-11-01,0,0.6592062711715698,-0.007271769477388027,True,False,1,False,2
2016-11-02,0,0.5936678051948547,-0.006036805088636923,True,False,1,False,2
2016-11-03,0,0.6057264804840088,-0.004587634463296051,True,False,1,False,2
2016-11-07,1,0.5930771827697754,0.021817279300208343,True,False,1,True,2
2016-11-08,1,0.5234494209289551,0.004493789925349073,True,False,0,False,2
2016-11-09,1,0.6212926506996155,0.010546239323610773,True,False,1,True,2
2016-11-17,1,0.42415866255760193,0.0051275595309297475,True,False,0,False,2
2016-11-21,1,0.5608046650886536,0.007523089941767798,True,False,1,True,2
2016-12-05,1,0.5770273804664612,0.005990792838490881,True,False,1,True,2
2016-12-07,1,0.5652574300765991,0.01299596662238256,True,False,1,True,2
2016-12-28,0,0.6189562678337097,-0.008298848896098833,True,False,1,False,2
2017-01-03,1,0.6643531918525696,0.007620897001746236,True,False,1,True,2
2017-01-04,1,0.562750518321991,0.005931566752148794,True,False,1,True,2
2017-01-24,1,0.5209952592849731,0.006391260133969621,True,False,0,False,2
2017-01-25,1,0.42037928104400635,0.008618296722527514,True,False,0,False,2
2017-01-30,0,0.5638386607170105,-0.006220988062862284,True,False,1,False,2
2017-02-03,1,0.4955556094646454,0.006869236012564833,True,False,0,False,2
2017-02-09,1,0.534537136554718,0.005915120656897009,True,False,0,False,2
2017-02-10,1,0.5338760614395142,0.003938411107139749,True,False,0,False,2
2017-03-01,1,0.4675239324569702,0.013900476034819913,True,False,0,False,2
2017-03-14,0,0.510308027267456,-0.003833939850330953,True,False,0,True,2
