family,feature,validation_block,rows,mean,median,std,q25,q75,development_mean,development_median,development_std,development_q33,development_q67,mean_z_vs_development,median_z_vs_development
breadth,sector_positive_participation_5d,3,110,0.4727272727272728,0.4444444444444444,0.3154945038523245,0.2222222222222222,0.7777777777777778,0.487511409841507,0.4444444444444444,0.35222689613125535,0.2222222222222222,0.7777777777777778,-0.0419733338839774,0.0
breadth,sector_return_dispersion_5d,1,110,0.01965104556979223,0.018280897222757546,0.008901894306169188,0.012636805054490814,0.025405958565753138,0.01545717157435998,0.012403331817418345,0.010626921751831232,0.010227231496942091,0.015482225064678595,0.39464617255787743,0.5530825899161607
breadth,sector_return_dispersion_5d,2,110,0.02026510874341281,0.018771980510619724,0.009170635834909431,0.012943417616564427,0.02599734422083115,0.01545717157435998,0.012403331817418345,0.010626921751831232,0.010227231496942091,0.015482225064678595,0.4524299022173873,0.5992938352165746
breadth,sector_return_dispersion_5d,3,110,0.017795177747252682,0.016918906055338995,0.00772842831962961,0.012660354447108495,0.020907438339568714,0.01545717157435998,0.012403331817418345,0.010626921751831232,0.010227231496942091,0.015482225064678595,0.22000784681507762,0.42491836708429004
breadth,sector_average_correlation_20d,1,110,0.5126746214580189,0.5290601502719028,0.13675332690556785,0.3912337009939514,0.6062053916573545,0.6264325047983078,0.6616358702360613,0.18601134716303191,0.5773285914067935,0.7291770937473867,-0.6115642140938017,-0.7127292070411215
breadth,sector_average_correlation_20d,2,110,0.5254398891528159,0.4933650294924502,0.14025317884430435,0.4270684088084924,0.645333554124242,0.6264325047983078,0.6616358702360613,0.18601134716303191,0.5773285914067935,0.7291770937473867,-0.5429379292488844,-0.9046267515934286
breadth,sector_average_correlation_20d,3,110,0.5774078306324206,0.5914865454956567,0.16091027527594495,0.44710636124188724,0.7309759403566526,0.6264325047983078,0.6616358702360613,0.18601134716303191,0.5773285914067935,0.7291770937473867,-0.2635574383691706,-0.37712390029045567
breadth,sector_volume_breadth,1,110,-0.003280944491693986,0.14564113342421464,0.8059455063331589,-0.5831872696579683,0.5635234018115125,-0.06493473845281814,-0.007425019341408367,0.8191722555418419,-0.4446527599026145,0.3937650259421886,0.07526352796255681,0.1868546593590103
breadth,sector_volume_breadth,2,110,0.0044730404763930086,-0.004151795880311813,0.6880817203767257,-0.4769435972666899,0.5459475104536651,-0.06493473845281814,-0.007425019341408367,0.8191722555418419,-0.4446527599026145,0.3937650259421886,0.08472916222400785,0.003995769435491291
breadth,sector_volume_breadth,3,110,-0.02951930248026305,0.0673305268567369,0.7231566592348836,-0.6815318229887759,0.5442139366027567,-0.06493473845281814,-0.007425019341408367,0.8191722555418419,-0.4446527599026145,0.3937650259421886,0.043233197575923185,0.09125741953833406
breadth,cyclical_defensive_spread_5d,1,110,-0.0009196814032537833,-0.000829446660607255,0.016014852615769237,-0.009694977796950336,0.006207769071789141,-0.0033200465184794123,-0.00243071056452206,0.021679674131943952,-0.008922353493574616,0.004815327736137277,0.1107196123252059,0.07386014633658264
breadth,cyclical_defensive_spread_5d,2,110,-0.007016687148008092,-0.006918620037608361,0.023065293221636467,-0.019482394325365707,0.005647311180200041,-0.0033200465184794123,-0.00243071056452206,0.021679674131943952,-0.008922353493574616,0.004815327736137277,-0.17051181706102575,-0.2070100060440292
breadth,cyclical_defensive_spread_5d,3,110,0.0019136355150018776,1.849378432765454e-05,0.01918395861765913,-0.011950135443032937,0.01542016982580113,-0.0033200465184794123,-0.00243071056452206,0.021679674131943952,-0.008922353493574616,0.004815327736137277,0.24140962643759079,0.11297237836434684
rates_credit,tlt_ief_relative_return_5,1,110,-0.0009146326863987031,0.0014136302576493592,0.011700405464056592,-0.009070980457256524,0.0065802425250823665,0.0019596879079703993,0.0019276270737015235,0.012793554763979333,-0.0027186860349304835,0.006338001537554071,-0.22466942514381105,-0.04017623135513039
rates_credit,tlt_ief_relative_return_5,2,110,-0.002942291804423853,-0.0015279344018495136,0.01318472321438465,-0.010836762162093137,0.005806954480196858,0.0019596879079703993,0.0019276270737015235,0.012793554763979333,-0.0027186860349304835,0.006338001537554071,-0.383160099192754,-0.27010174570716516
rates_credit,tlt_ief_relative_return_5,3,110,-0.0030868394805622667,-0.0023696866788805583,0.01351653916733082,-0.01123810116034168,0.0062463980102792195,0.0019596879079703993,0.0019276270737015235,0.012793554763979333,-0.0027186860349304835,0.006338001537554071,-0.39445857555879055,-0.3358967723873984
rates_credit,hyg_lqd_relative_return_5,1,110,0.0002643894187673688,-0.0004884817364620641,0.007523020805031619,-0.004808907881146745,0.005404350474867325,-0.0030711913433479803,-0.0015450288243508744,0.016877987608134252,-0.0064011456812414925,0.002060381153208373,0.19762905623344482,0.06259911503783859
rates_credit,hyg_lqd_relative_return_5,2,110,0.0012086992739985594,0.0016203271117341245,0.009443532981424148,-0.0045859481000913435,0.00781433798559,-0.0030711913433479803,-0.0015450288243508744,0.016877987608134252,-0.0064011456812414925,0.002060381153208373,0.2535782533270655,0.18754344472675602
rates_credit,hyg_lqd_relative_return_5,3,110,0.0009371785646891891,0.001166343595681905,0.009547218327018037,-0.005420780945147943,0.006805136162825855,-0.0030711913433479803,-0.0015450288243508744,0.016877987608134252,-0.0064011456812414925,0.002060381153208373,0.23749098536518404,0.1606454799579334
rates_credit,hyg_tlt_risk_on_5d,1,110,0.0012819817683201605,-0.002350186593941015,0.018856162845027138,-0.009789160283306356,0.014414520436712878,-0.007130640321349682,-0.004522577974898443,0.03161563265833248,-0.01394612569936481,0.004394375439174515,0.2660905818518437,0.06871257027921222
