candidate_name,groups,status,feature_count,training_rows,training_start,training_end,matched_base_roc_auc,delta_roc_auc_vs_matched_base,decision_threshold,stage2_roc_auc,stage2_average_precision,stage2_brier_score,stage2_balanced_accuracy,stage2_macro_f1,stage2_down_f1,stage2_up_f1,stage2_roc_auc_fold_mean,stage2_roc_auc_fold_std,oof_move_rows
calendar+interaction_consensus+macro_cross_asset+technical_dynamics+trend_direction,"['calendar', 'interaction_consensus', 'macro_cross_asset', 'technical_dynamics', 'trend_direction']",ok,90,2464,2008-04-10,2018-02-02,0.5065938594683701,0.00024285419916980633,0.48171424865722656,0.5068367136675399,0.5661948100000902,0.26440071324006614,0.5165876777251185,0.5152300524170064,0.47352941176470587,0.556930693069307,0.5081830068316872,0.035039066429442746,744
breadth+calendar+volatility_options_core,"['breadth', 'calendar', 'volatility_options_core']",ok,60,2598,2007-08-20,2018-02-02,0.4910656015871774,0.00021210222674700185,0.4936751425266266,0.4912777038139244,0.556773582914822,0.2598541633159942,0.5088495575221239,0.5083139083139083,0.452991452991453,0.5636363636363636,0.4872767634171109,0.03184957436461993,791
breadth+calendar+macro_cross_asset+trend_direction+volatility_options_core,"['breadth', 'calendar', 'macro_cross_asset', 'trend_direction', 'volatility_options_core']",ok,86,2429,2008-04-10,2018-02-02,0.511394307446939,2.300331247695464e-05,0.47650066018104553,0.511417310759416,0.5870854950146278,0.2558463902541676,0.5125674763832658,0.5124088831233012,0.4309210526315789,0.5938967136150235,0.5084735065026058,0.025698983820239996,730
base_only,[],ok,22,2633,2007-08-20,2018-02-02,0.482387020559996,0.0,0.49441419541835785,0.482387020559996,0.5467090505002221,0.25929035216922264,0.4974111496506309,0.49161165798108475,0.4789808917197452,0.5042424242424243,0.47636812421295177,0.025661593748340948,805
breadth+calendar+futures_core+macro_cross_asset,"['breadth', 'calendar', 'futures_core', 'macro_cross_asset']",ok,64,2625,2007-08-20,2018-02-02,0.4924114993501033,-6.371537069610467e-05,0.45719243586063385,0.4923477839794072,0.5555450715542946,0.2676493287786208,0.5086525473405205,0.5084967320261438,0.43529411764705883,0.5816993464052288,0.49753181202889957,0.039212060827347836,799
breadth+technical_dynamics,"['breadth', 'technical_dynamics']",ok,58,2633,2007-08-20,2018-02-02,0.482387020559996,-0.0004838385361685127,0.47860580682754517,0.4819031820238275,0.5558546404658484,0.25953908816964383,0.5039492535062584,0.5039487914685983,0.4367816091954023,0.5711159737417943,0.48247530761760427,0.030835150234544344,805
breadth+equity_rotation+futures_core+macro_cross_asset+technical_dynamics,"['breadth', 'equity_rotation', 'futures_core', 'macro_cross_asset', 'technical_dynamics']",ok,86,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.0008792721156052341,0.5013138353824615,0.4915322272344981,0.5662683154399843,0.2558709624684555,0.5115261105589113,0.5114260651308122,0.4398826979472141,0.5829694323144105,0.4953528570911641,0.018137995834237634,799
calendar+equity_rotation+interaction_consensus+macro_cross_asset+trend_direction+volatility_options_core,"['calendar', 'equity_rotation', 'interaction_consensus', 'macro_cross_asset', 'trend_direction', 'volatility_options_core']",ok,93,2429,2008-04-10,2018-02-02,0.511394307446939,-0.0018095939148571327,0.4918580502271652,0.5095847135320819,0.5723547164422178,0.2618260419760804,0.5225432462274567,0.5222994060203363,0.43853820598006643,0.6060606060606061,0.5086318945513036,0.010748209875736079,730
macro_cross_asset+rates_credit,"['macro_cross_asset', 'rates_credit']",ok,46,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.0019305757320897121,0.5151562392711639,0.4904809236180136,0.5696182296224401,0.2597402005240514,0.5081014093839998,0.5005976204835791,0.4968474148802018,0.5043478260869565,0.4938436988645141,0.024047360147228015,799
breadth,['breadth'],ok,37,2633,2007-08-20,2018-02-02,0.482387020559996,-0.0023123711858443197,0.47014227509498596,0.4800746493741517,0.568242551064397,0.26221755022015125,0.49576170009551096,0.4955580732117045,0.43916083916083914,0.5519553072625698,0.48676023260599965,0.014369816792453746,805
breadth+calendar+equity_rotation+interaction_consensus,"['breadth', 'calendar', 'equity_rotation', 'interaction_consensus']",ok,68,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.0031261841606669005,0.4983487129211426,0.4935139573070608,0.5563443438963811,0.2630035113860593,0.49928634583806997,0.4992378048780488,0.4375,0.5609756097560976,0.49724971873073515,0.026887619033352232,803
breadth+calendar+equity_rotation+technical_dynamics+trend_direction,"['breadth', 'calendar', 'equity_rotation', 'technical_dynamics', 'trend_direction']",ok,95,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.003909940551461433,0.4725533574819565,0.5067951569063505,0.5648327744167154,0.260797651360246,0.517187749821945,0.5171227935603466,0.4423380726698262,0.5919075144508671,0.5051124032163652,0.024477070182912283,749
interaction_consensus+rates_credit,"['interaction_consensus', 'rates_credit']",ok,50,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.0042124542124541975,0.44855767488479614,0.4924276872552735,0.5680595279195542,0.26184383389364857,0.5101995705443981,0.5046838118579806,0.3862520458265139,0.6231155778894473,0.4949283079159086,0.044018786770889655,803
calendar+futures_core+macro_cross_asset+technical_dynamics+trend_direction+volatility_options_core,"['calendar', 'futures_core', 'macro_cross_asset', 'technical_dynamics', 'trend_direction', 'volatility_options_core']",ok,102,2429,2008-04-10,2018-02-02,0.511394307446939,-0.004278616120721446,0.5111344754695892,0.5071156913262176,0.6014535658300355,0.265005524845256,0.5065482762851183,0.497214042950093,0.49239280774550487,0.5020352781546812,0.505147133026686,0.0535085156548409,730
calendar+interaction_consensus,"['calendar', 'interaction_consensus']",ok,43,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.004528230390299426,0.49384142458438873,0.4921119110774283,0.5678679696621558,0.26042359809797966,0.5007989137299482,0.4942195276333263,0.4847715736040609,0.5036674816625917,0.49216544342347585,0.018428352641584538,803
breadth+interaction_consensus,"['breadth', 'interaction_consensus']",ok,49,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.0045755968169761685,0.45237940549850464,0.49206454465075156,0.5635528713227037,0.2639882144038917,0.5148446381205002,0.5131449948400413,0.4179566563467492,0.6083333333333333,0.4861979163448753,0.017607927452740837,803
calendar+equity_rotation+futures_core+interaction_consensus+technical_dynamics+volatility_options_core,"['calendar', 'equity_rotation', 'futures_core', 'interaction_consensus', 'technical_dynamics', 'volatility_options_core']",ok,98,2592,2007-08-20,2018-02-02,0.4935963182117028,-0.004589086127547659,0.4721522331237793,0.48900723208415514,0.5772854466759704,0.26606358623061727,0.49931623931623936,0.4993020438263801,0.4255952380952381,0.5730088495575221,0.4868791341591285,0.0282464659783008,788
equity_rotation+futures_core+technical_dynamics,"['equity_rotation', 'futures_core', 'technical_dynamics']",ok,63,2627,2007-08-20,2018-02-02,0.49427824718987085,-0.004681434117378369,0.4949137568473816,0.4895968130724925,0.5624149596531947,0.26322878191346316,0.5115418284235366,0.5004926477007695,0.5085995085995086,0.49238578680203043,0.4842955155303206,0.020072263463018845,801
calendar+equity_rotation+futures_core+trend_direction,"['calendar', 'equity_rotation', 'futures_core', 'trend_direction']",ok,69,2466,2008-04-10,2018-02-02,0.5101023449774605,-0.004684081464839895,0.42377348244190216,0.5054182635126206,0.570554139598217,0.264655444757107,0.5268306829361409,0.522654462242563,0.4105263157894737,0.6347826086956522,0.5007503471047748,0.016127416691187,745
breadth+calendar+interaction_consensus+macro_cross_asset+trend_direction,"['breadth', 'calendar', 'interaction_consensus', 'macro_cross_asset', 'trend_direction']",ok,84,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.004783491801831019,0.5377338826656342,0.5018103676665391,0.5794109943530474,0.2611242210780282,0.5326528509611139,0.5228486003595075,0.5234899328859061,0.522207267833109,0.5015772261212291,0.007145847151768681,744
futures_core+rates_credit+volatility_options_core,"['futures_core', 'rates_credit', 'volatility_options_core']",ok,62,2592,2007-08-20,2018-02-02,0.4935963182117028,-0.0048191978961209525,0.4385105073451996,0.48877712031558185,0.5827335981523676,0.2626845588104418,0.4956936226166996,0.4889832680534555,0.3599320882852292,0.6180344478216818,0.4802870580593697,0.04871965434971993,788
calendar+equity_rotation+macro_cross_asset+trend_direction+volatility_options_core,"['calendar', 'equity_rotation', 'macro_cross_asset', 'trend_direction', 'volatility_options_core']",ok,81,2429,2008-04-10,2018-02-02,0.511394307446939,-0.0048767022451232656,0.5006541311740875,0.5065176052018158,0.5772242930378955,0.2596797162119857,0.5271055698687277,0.5260963979833566,0.4754601226993865,0.5767326732673267,0.5040684476561088,0.04544863473490248,730
calendar+equity_rotation+trend_direction,"['calendar', 'equity_rotation', 'trend_direction']",ok,59,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.005000072675474865,0.4659224897623062,0.505705024782337,0.5794018089044526,0.260270728043858,0.510450733295542,0.5084616571574112,0.40871021775544386,0.6082130965593785,0.5048373209858624,0.023709641323532475,749
breadth+futures_core+macro_cross_asset,"['breadth', 'futures_core', 'macro_cross_asset']",ok,55,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.005160945026378205,0.47912706434726715,0.4872505543237251,0.5497889566986953,0.270475455640367,0.5053966918979534,0.5020024899640008,0.4783180026281209,0.5256869772998806,0.48587290244169773,0.026252691110616747,799
technical_dynamics+trend_direction+volatility_options_core,"['technical_dynamics', 'trend_direction', 'volatility_options_core']",ok,75,2437,2008-04-10,2018-02-02,0.5075481125933105,-0.005337431673303805,0.47320881485939026,0.5022106809200066,0.5753741582227289,0.2607536234348173,0.5063519222324848,0.5063483684948379,0.43381180223285487,0.5788849347568209,0.5001782776998095,0.025693330955920003,735
breadth+calendar+equity_rotation+futures_core,"['breadth', 'calendar', 'equity_rotation', 'futures_core']",ok,66,2627,2007-08-20,2018-02-02,0.49427824718987085,-0.005442642916952123,0.47632114589214325,0.4888356042729187,0.5472929264516386,0.267792764116845,0.5157760523711654,0.5149844689969725,0.4689655172413793,0.5610034207525656,0.4905781032324114,0.01793154269827306,801
calendar+futures_core+macro_cross_asset+rates_credit+technical_dynamics+volatility_options_core,"['calendar', 'futures_core', 'macro_cross_asset', 'rates_credit', 'technical_dynamics', 'volatility_options_core']",ok,100,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.005613377007607778,0.3906198590993881,0.48197115384615385,0.5762168407116823,0.2750920441230688,0.502139687235841,0.4897683756223965,0.34111310592459604,0.638423645320197,0.4832382664200567,0.03460234734008187,786
equity_rotation+trend_direction,"['equity_rotation', 'trend_direction']",ok,50,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.0056904896873500865,0.4862334728240967,0.5050146077704618,0.5688108506550251,0.2569421698083475,0.5068787337025248,0.5055941069120641,0.41186161449752884,0.5993265993265994,0.5044223780252729,0.028991681263590103,749
breadth+futures_core+technical_dynamics,"['breadth', 'futures_core', 'technical_dynamics']",ok,68,2627,2007-08-20,2018-02-02,0.49427824718987085,-0.005696379183476652,0.4768669754266739,0.4885818680063942,0.5461598998949282,0.2626927244510703,0.49551838319250974,0.49501728110599075,0.41369047619047616,0.5763440860215053,0.4954198745214426,0.05435690136386883,801
calendar+interaction_consensus+macro_cross_asset+rates_credit+trend_direction,"['calendar', 'interaction_consensus', 'macro_cross_asset', 'rates_credit', 'trend_direction']",ok,85,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.005835859998233772,0.4679270088672638,0.5007579994701363,0.5731354356339261,0.263616865940223,0.5070206941214566,0.5068286179825211,0.4299363057324841,0.5837209302325581,0.4976796657609302,0.04925443236131958,744
breadth+calendar+futures_core+macro_cross_asset+volatility_options_core,"['breadth', 'calendar', 'futures_core', 'macro_cross_asset', 'volatility_options_core']",ok,78,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.006075655114116674,0.4830549955368042,0.48150887573964496,0.5701102030847194,0.26948109961844285,0.5029849957734573,0.5009085047769768,0.4628099173553719,0.5390070921985816,0.4737213926662438,0.015265753399006843,786
breadth+equity_rotation+rates_credit+volatility_options_core,"['breadth', 'equity_rotation', 'rates_credit', 'volatility_options_core']",ok,77,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.0063630668024122206,0.455713227391243,0.48470253478476516,0.559410172746806,0.2665812182749097,0.49410029498525077,0.4936871117693035,0.4079147640791476,0.5794594594594594,0.47903743077609146,0.020548938975463768,791
calendar+equity_rotation+futures_core+technical_dynamics+trend_direction+volatility_options_core,"['calendar', 'equity_rotation', 'futures_core', 'technical_dynamics', 'trend_direction', 'volatility_options_core']",ok,104,2431,2008-04-10,2018-02-02,0.5096995287926076,-0.006639740529955418,0.49278099834918976,0.5030597882626522,0.5802338891344329,0.2611952975797112,0.505301083165045,0.5040808651925537,0.4552352048558422,0.5529265255292652,0.5086799815241737,0.03415513767757461,731
interaction_consensus+volatility_options_core,"['interaction_consensus', 'volatility_options_core']",ok,48,2594,2007-08-20,2018-02-02,0.49239034886314437,-0.0067896456264185945,0.4711640030145645,0.4856007032367258,0.5631542541699003,0.26379959710193285,0.49387947887009803,0.4937691932194978,0.4296081277213353,0.5579302587176603,0.4845575224759709,0.01875869143902517,789
breadth+calendar+equity_rotation+futures_core+macro_cross_asset+trend_direction,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'macro_cross_asset', 'trend_direction']",ok,92,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.007101645521179811,0.45965731143951416,0.4994922139471903,0.5686759326782114,0.2681879035478271,0.5225854405227989,0.5212938976189627,0.4292845257903494,0.6133032694475761,0.4991831261230791,0.024280788418301346,744
calendar+futures_core+interaction_consensus+macro_cross_asset,"['calendar', 'futures_core', 'interaction_consensus', 'macro_cross_asset']",ok,61,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.007410097611947997,0.5083256661891937,0.4850014017381553,0.5429409595829986,0.26405674478539437,0.49977381043402913,0.49748427672955975,0.4666666666666667,0.5283018867924528,0.48863468453514836,0.029279543208614034,799
calendar+rates_credit,"['calendar', 'rates_credit']",ok,47,2633,2007-08-20,2018-02-02,0.482387020559996,-0.007804252752224461,0.4878322333097458,0.47458276780777153,0.5553109379416394,0.2583796381826587,0.4919915296838084,0.4912829469672912,0.4059701492537313,0.5765957446808511,0.4669885481777613,0.02670006953976195,805
calendar+equity_rotation+macro_cross_asset,"['calendar', 'equity_rotation', 'macro_cross_asset']",ok,49,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.007824247521472094,0.40944747626781464,0.4845872518286312,0.5401488379494699,0.26774528561746375,0.5299398526900629,0.5131373696012479,0.358974358974359,0.6673003802281369,0.4850279735832941,0.01020345530516828,799
futures_core+technical_dynamics+trend_direction,"['futures_core', 'technical_dynamics', 'trend_direction']",ok,71,2466,2008-04-10,2018-02-02,0.5101023449774605,-0.007855747911251987,0.49733375012874603,0.5022465970662086,0.5657645072538469,0.25726505886842277,0.5257624480566201,0.5257884821993613,0.45768025078369906,0.5938967136150235,0.5020831831521962,0.018697333457279197,745
breadth+calendar+interaction_consensus+volatility_options_core,"['breadth', 'calendar', 'interaction_consensus', 'volatility_options_core']",ok,72,2594,2007-08-20,2018-02-02,0.49239034886314437,-0.007983573649614994,0.47382085025310516,0.4844067752135294,0.56647366433239,0.2688317786880206,0.49757606371114815,0.49746864384635486,0.4331395348837209,0.5617977528089888,0.49431146129238385,0.036631656535980286,789
futures_core+macro_cross_asset,"['futures_core', 'macro_cross_asset']",ok,40,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.008244768968065974,0.47171397507190704,0.48416673038203734,0.5719053706314783,0.25808410860795794,0.49150036954915,0.48670009488166144,0.3729903536977492,0.6004098360655737,0.4883631284818042,0.01861526247563469,799
calendar+equity_rotation+interaction_consensus+macro_cross_asset+technical_dynamics+trend_direction,"['calendar', 'equity_rotation', 'interaction_consensus', 'macro_cross_asset', 'technical_dynamics', 'trend_direction']",ok,100,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.008323275735185875,0.4752729684114456,0.4982705837331842,0.5680562054796114,0.2590650828189463,0.5090150422419122,0.5021511202988235,0.3770197486535009,0.6272824919441461,0.49745337401066986,0.006011971496789869,744
breadth+calendar+rates_credit+technical_dynamics,"['breadth', 'calendar', 'rates_credit', 'technical_dynamics']",ok,83,2633,2007-08-20,2018-02-02,0.482387020559996,-0.008442039913537425,0.44640298187732697,0.47394498064645857,0.5450158653391748,0.2668227512181953,0.4883093299150455,0.4826410637853638,0.36245954692556637,0.6028225806451613,0.47698056008732403,0.01371471121031209,805
breadth+calendar+macro_cross_asset+technical_dynamics,"['breadth', 'calendar', 'macro_cross_asset', 'technical_dynamics']",ok,75,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.008588831969824462,0.44124405086040497,0.48382266738027885,0.5387547333359382,0.26966882057129504,0.5071807222774422,0.5047951461377871,0.40625,0.6033402922755741,0.49435532377397745,0.030453239393168716,799
equity_rotation+rates_credit+volatility_options_core,"['equity_rotation', 'rates_credit', 'volatility_options_core']",ok,62,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.008810400187955314,0.4917094260454178,0.48225520139922207,0.5578080193890105,0.26108915343598443,0.4941002949852507,0.4939696044684029,0.430635838150289,0.5573033707865168,0.47947390703012066,0.02687753123551763,791
breadth+macro_cross_asset+technical_dynamics,"['breadth', 'macro_cross_asset', 'technical_dynamics']",ok,66,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.00917501338022797,0.438175767660141,0.48323648596987534,0.5468101664755857,0.26660490001792897,0.49268866121263094,0.489658698667172,0.38618524332810045,0.5931321540062435,0.4853597132513532,0.04365441857332721,799
calendar+futures_core+interaction_consensus+macro_cross_asset+technical_dynamics+trend_direction,"['calendar', 'futures_core', 'interaction_consensus', 'macro_cross_asset', 'technical_dynamics', 'trend_direction']",ok,100,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.009309410968178722,0.5036214590072632,0.4972844485001914,0.573257810521367,0.25936073068452475,0.5061670248152836,0.5055936906674456,0.4550898203592814,0.5560975609756098,0.4981353727850057,0.028016078306030003,744
futures_core+macro_cross_asset+technical_dynamics,"['futures_core', 'macro_cross_asset', 'technical_dynamics']",ok,61,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.009366159492316062,0.5200138688087463,0.48304533985778725,0.5513070264788599,0.26392701069738106,0.5014049239238474,0.48893821958010386,0.5036496350364964,0.4742268041237113,0.4822588012910473,0.013132905522048502,799
breadth+calendar+equity_rotation+macro_cross_asset+volatility_options_core,"['breadth', 'calendar', 'equity_rotation', 'macro_cross_asset', 'volatility_options_core']",ok,78,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.009575760777683906,0.4623655825853348,0.4780087700760777,0.5669940824683963,0.26643702765982114,0.49331017540152156,0.49191984486102136,0.3956043956043956,0.5882352941176471,0.4752717198402892,0.016012702090060345,786
calendar+equity_rotation+rates_credit+technical_dynamics+trend_direction,"['calendar', 'equity_rotation', 'rates_credit', 'technical_dynamics', 'trend_direction']",ok,96,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.009825724211107723,0.507711261510849,0.5008793732467042,0.5733656067248228,0.2649269831307661,0.5161012514716784,0.5096637358834537,0.49657064471879286,0.5227568270481144,0.4992203443272622,0.01945287245158496,749
interaction_consensus+macro_cross_asset+technical_dynamics,"['interaction_consensus', 'macro_cross_asset', 'technical_dynamics']",ok,63,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.00992048321737149,0.4791371077299118,0.4824910161327318,0.5506973591698048,0.2631940256933445,0.5012105920432246,0.49881700432481213,0.46870838881491345,0.5289256198347108,0.47530191510115277,0.0274967540560362,799
equity_rotation+interaction_consensus,"['equity_rotation', 'interaction_consensus']",ok,44,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.010635341669824439,0.45714138448238373,0.4860047997979033,0.5465047408718644,0.2627461491453563,0.5029272451686244,0.5007259261412544,0.401244167962675,0.6002076843198338,0.4858911318223247,0.06255127815720032,803
calendar+interaction_consensus+technical_dynamics,"['calendar', 'interaction_consensus', 'technical_dynamics']",ok,64,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.011216369837059537,0.46567402780056,0.4854237716306682,0.5574401342862573,0.2635028117057931,0.4959959580649236,0.4939779813142554,0.3956723338485317,0.5922836287799792,0.4890846650542098,0.029157596538728785,803
futures_core+rates_credit+technical_dynamics,"['futures_core', 'rates_credit', 'technical_dynamics']",ok,69,2627,2007-08-20,2018-02-02,0.49427824718987085,-0.011310294080332906,0.47844094038009644,0.48296795310953794,0.5594189430896814,0.26453318600815207,0.48968562076577604,0.4896892512107919,0.42406876790830944,0.5553097345132744,0.4826526863460836,0.01879605247059681,801
rates_credit,['rates_credit'],ok,38,2633,2007-08-20,2018-02-02,0.482387020559996,-0.011323078469813452,0.4745269864797592,0.47106394209018254,0.5433721261250825,0.25984023797460765,0.48417156788820187,0.4800558155496812,0.3676703645007924,0.59244126659857,0.482424513228282,0.005627429153441503,805
equity_rotation+rates_credit+technical_dynamics,"['equity_rotation', 'rates_credit', 'technical_dynamics']",ok,69,2633,2007-08-20,2018-02-02,0.482387020559996,-0.011323078469813508,0.491239994764328,0.4710639420901825,0.5499567081345119,0.26820830071198454,0.4998114914794149,0.4997174429289506,0.4400564174894217,0.5593784683684795,0.47490977918420446,0.010129334439704474,805
breadth+calendar+equity_rotation+futures_core+interaction_consensus+volatility_options_core,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'interaction_consensus', 'volatility_options_core']",ok,92,2592,2007-08-20,2018-02-02,0.4935963182117028,-0.011406969099276743,0.5352721214294434,0.48218934911242606,0.5548082199639301,0.2667925367737078,0.4973241288625904,0.47993848825031993,0.503037667071689,0.45683930942895085,0.4791008019247862,0.018376725101917162,788
macro_cross_asset+technical_dynamics+trend_direction,"['macro_cross_asset', 'technical_dynamics', 'trend_direction']",ok,69,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.013724941862176654,0.48941725492477417,0.49286891760619345,0.5586470721591554,0.26119612707516066,0.49877101056783724,0.4983765610867996,0.44511278195488724,0.551640340218712,0.48863934308007767,0.0242167306734285,744
rates_credit+technical_dynamics,"['rates_credit', 'technical_dynamics']",ok,59,2633,2007-08-20,2018-02-02,0.482387020559996,-0.013999899462122323,0.5042707026004791,0.46838712109787367,0.5374230237340748,0.2673288404271416,0.4944578494947972,0.48802099413399197,0.47848101265822784,0.4975609756097561,0.46526351755131595,0.005815590580837839,805
breadth+equity_rotation+futures_core+macro_cross_asset+volatility_options_core,"['breadth', 'equity_rotation', 'futures_core', 'macro_cross_asset', 'volatility_options_core']",ok,79,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.014139106086221487,0.443617045879364,0.47344542476754015,0.5491512564040418,0.2643921020795143,0.5151957417582418,0.4989266985535642,0.33955223880597013,0.6583011583011583,0.47072926130601234,0.008970205335056892,786
calendar+equity_rotation+interaction_consensus+macro_cross_asset+rates_credit+trend_direction,"['calendar', 'equity_rotation', 'interaction_consensus', 'macro_cross_asset', 'rates_credit', 'trend_direction']",ok,95,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.014276883223926284,0.4363400936126709,0.4923169762444438,0.576288819942345,0.2647721482290165,0.5094639545494686,0.5017651430694909,0.37318840579710144,0.6303418803418803,0.49657973005111217,0.031808181074746325,744
calendar+interaction_consensus+macro_cross_asset+technical_dynamics,"['calendar', 'interaction_consensus', 'macro_cross_asset', 'technical_dynamics']",ok,72,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.014501618370415692,0.4337437152862549,0.4779098809796876,0.5439198798934597,0.2713809113262092,0.496183449295308,0.48896025157567924,0.36423841059602646,0.613682092555332,0.4728281795164169,0.017604917043912028,799
equity_rotation,['equity_rotation'],ok,32,2633,2007-08-20,2018-02-02,0.482387020559996,-0.014534006937113597,0.4771248996257782,0.4678530136228824,0.550505353885014,0.264720372349861,0.49219260543909915,0.48841786899922535,0.46553966189856955,0.5112960760998811,0.461183900290609,0.022254384900634278,805
calendar+futures_core+macro_cross_asset,"['calendar', 'futures_core', 'macro_cross_asset']",ok,49,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.014571705278181413,0.4696258455514908,0.4778397940719219,0.5388155271975147,0.26757063735593695,0.49350421795754007,0.493024376531063,0.413075780089153,0.572972972972973,0.48643498018070175,0.03602331285470733,799
breadth+interaction_consensus+macro_cross_asset,"['breadth', 'interaction_consensus', 'macro_cross_asset']",ok,57,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.01469276448250384,0.4960312694311142,0.47771873486759947,0.5462381955735011,0.2660350624925164,0.49714873716135277,0.496038954485821,0.4550408719346049,0.5370370370370371,0.47928931158757654,0.03941856697028418,799
breadth+equity_rotation+futures_core+interaction_consensus+macro_cross_asset,"['breadth', 'equity_rotation', 'futures_core', 'interaction_consensus', 'macro_cross_asset']",ok,77,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.014973112113566334,0.42988090217113495,0.477438387236537,0.5398773584506067,0.27662138556651494,0.4977795193312434,0.4948795815452572,0.3924646781789639,0.5972944849115505,0.46968078722760437,0.033088403639102835,799
calendar+equity_rotation+macro_cross_asset+technical_dynamics+trend_direction+volatility_options_core,"['calendar', 'equity_rotation', 'macro_cross_asset', 'technical_dynamics', 'trend_direction', 'volatility_options_core']",ok,102,2429,2008-04-10,2018-02-02,0.511394307446939,-0.015235860630597453,0.5271876454353333,0.4961584468163416,0.5895971068196357,0.2658781850971348,0.5105201815728131,0.5025296850800207,0.49230769230769234,0.512751677852349,0.49827766501865245,0.04198219282052587,730
breadth+calendar+equity_rotation+interaction_consensus+macro_cross_asset+trend_direction,"['breadth', 'calendar', 'equity_rotation', 'interaction_consensus', 'macro_cross_asset', 'trend_direction']",ok,94,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.015491154219775649,0.47359494864940643,0.49110270524859445,0.5497680016788301,0.2632941254892739,0.5101630802743516,0.5079578320630823,0.40809443507588533,0.6078212290502794,0.490248089032014,0.0249930221145714,744
equity_rotation+futures_core+rates_credit+volatility_options_core,"['equity_rotation', 'futures_core', 'rates_credit', 'volatility_options_core']",ok,72,2592,2007-08-20,2018-02-02,0.4935963182117028,-0.015647600262984895,0.446616530418396,0.4779487179487179,0.5528328702174969,0.2720323272640614,0.50155161078238,0.5012327677624602,0.4176829268292683,0.5847826086956521,0.4793634985803619,0.006795461713304702,788
calendar+macro_cross_asset+trend_direction+volatility_options_core,"['calendar', 'macro_cross_asset', 'trend_direction', 'volatility_options_core']",ok,71,2429,2008-04-10,2018-02-02,0.511394307446939,-0.015787940130045364,0.43172667920589447,0.49560636731689367,0.5748191670660787,0.26534372972682474,0.5004677340203656,0.49821675465057813,0.3923611111111111,0.6040723981900452,0.48830187745887166,0.014860956165903404,730
breadth+calendar+futures_core+macro_cross_asset+rates_credit+volatility_options_core,"['breadth', 'calendar', 'futures_core', 'macro_cross_asset', 'rates_credit', 'volatility_options_core']",ok,94,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.017018438292476734,0.5094445943832397,0.4705660925612849,0.5497978021625207,0.26702055352677134,0.500158495350803,0.5000189024420312,0.43831640058055155,0.5617214043035108,0.47342161734401933,0.022218290928156966,786
breadth+equity_rotation+interaction_consensus+rates_credit,"['breadth', 'equity_rotation', 'interaction_consensus', 'rates_credit']",ok,75,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.017077175697865377,0.5074348449707031,0.47956296576986235,0.5644821383068432,0.2650255271554708,0.49201086270051786,0.48832836006465247,0.46475195822454307,0.5119047619047619,0.4930604808987468,0.014008884639348459,803
