candidate_name,groups,status,feature_count,training_rows,training_start,training_end,matched_base_roc_auc,delta_roc_auc_vs_matched_base,decision_threshold,stage2_roc_auc,stage2_average_precision,stage2_brier_score,stage2_balanced_accuracy,stage2_macro_f1,stage2_down_f1,stage2_up_f1,stage2_roc_auc_fold_mean,stage2_roc_auc_fold_std,oof_move_rows
calendar+equity_rotation+macro_cross_asset+rates_credit+technical_dynamics,"['calendar', 'equity_rotation', 'macro_cross_asset', 'rates_credit', 'technical_dynamics']",ok,86,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.017413410811224272,0.48640695214271545,0.47499808853887904,0.5475774724582895,0.26277158329336525,0.49153541300303283,0.4904312052661066,0.40242057488653554,0.5784418356456777,0.4734328342640571,0.043020928277655135,799
breadth+calendar+macro_cross_asset+technical_dynamics+volatility_options_core,"['breadth', 'calendar', 'macro_cross_asset', 'technical_dynamics', 'volatility_options_core']",ok,89,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.017592983939137774,0.42379772663116455,0.46999154691462386,0.5379676506185583,0.2743311776614124,0.49676405325443784,0.49246663796814466,0.37623762376237624,0.6086956521739131,0.47170226198042703,0.007724970746248603,786
breadth+trend_direction,"['breadth', 'trend_direction']",ok,55,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.01770374569397809,0.4217445105314255,0.4930013517638338,0.5746347452411587,0.26238050627243703,0.5185976540356692,0.51007326007326,0.3772893772893773,0.6428571428571429,0.49293198575970787,0.018588521870282586,749
calendar+equity_rotation+macro_cross_asset+technical_dynamics+trend_direction,"['calendar', 'equity_rotation', 'macro_cross_asset', 'technical_dynamics', 'trend_direction']",ok,88,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.017890259338847914,0.45903491973876953,0.4887036001295222,0.5412402723454268,0.2673862156760706,0.512819758028907,0.5112612612612613,0.4166666666666667,0.6058558558558559,0.48699221969664896,0.03280045798641425,744
calendar+equity_rotation+technical_dynamics+volatility_options_core,"['calendar', 'equity_rotation', 'technical_dynamics', 'volatility_options_core']",ok,76,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.018031952384681693,0.4643114358186722,0.4730336492024957,0.5596710335642346,0.2680491754871896,0.4937315634218289,0.4932368223852698,0.40610687022900765,0.5803667745415318,0.46977108054448463,0.027174601657028293,791
macro_cross_asset+rates_credit+volatility_options_core,"['macro_cross_asset', 'rates_credit', 'volatility_options_core']",ok,60,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.018464708368554517,0.4655354619026184,0.4691198224852071,0.5552887838710522,0.26669119427371013,0.4831070371935756,0.4830579816899927,0.4186046511627907,0.5475113122171946,0.4664796469258226,0.02136270395872617,786
calendar+futures_core+interaction_consensus+macro_cross_asset+volatility_options_core,"['calendar', 'futures_core', 'interaction_consensus', 'macro_cross_asset', 'volatility_options_core']",ok,75,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.01851093617920546,0.41290971636772156,0.46907359467455617,0.5466260833218632,0.2772470279704447,0.4957008136094675,0.48958137756288467,0.3642495784148398,0.6149131767109295,0.47061172811633484,0.015415130170240996,786
breadth+equity_rotation+macro_cross_asset+technical_dynamics,"['breadth', 'equity_rotation', 'macro_cross_asset', 'technical_dynamics']",ok,76,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.01899992354155522,0.41609661281108856,0.4734115758085481,0.5542217633964008,0.26807120159923903,0.5011150189871805,0.4880928038822776,0.34265734265734266,0.6335282651072125,0.47632302059414994,0.05691904924268079,799
rates_credit+trend_direction+volatility_options_core,"['rates_credit', 'trend_direction', 'volatility_options_core']",ok,70,2437,2008-04-10,2018-02-02,0.5075481125933105,-0.019646291052798914,0.45454585552215576,0.48790182154051154,0.5685279719944889,0.2624117987343711,0.49758112139060917,0.4945639151499331,0.38178633975481613,0.60734149054505,0.4923893728606177,0.0479131546305119,735
breadth+calendar+equity_rotation+futures_core+rates_credit+volatility_options_core,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'rates_credit', 'volatility_options_core']",ok,96,2592,2007-08-20,2018-02-02,0.4935963182117028,-0.01983563445101899,0.5326600670814514,0.4737606837606838,0.5432442738446053,0.2711679489539776,0.5125246548323472,0.5012489551777285,0.5044136191677175,0.49808429118773945,0.4645184382496537,0.021133465568268596,788
calendar+equity_rotation+futures_core+trend_direction+volatility_options_core,"['calendar', 'equity_rotation', 'futures_core', 'trend_direction', 'volatility_options_core']",ok,83,2431,2008-04-10,2018-02-02,0.5096995287926076,-0.020301695122697527,0.45755109190940857,0.4893978336699101,0.5720029055611218,0.2642663171087222,0.5053661036656264,0.5043933009687991,0.40947546531302875,0.5993111366245695,0.4921802025758782,0.007254143624866189,731
calendar+macro_cross_asset+trend_direction,"['calendar', 'macro_cross_asset', 'trend_direction']",ok,57,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.020638927320361544,0.4625275433063507,0.48595493214800856,0.5517444834009089,0.26450415404281935,0.4991316122575138,0.4972972972972973,0.4,0.5945945945945946,0.4759808868563364,0.02455960931940039,744
breadth+calendar+equity_rotation+futures_core+rates_credit+technical_dynamics,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'rates_credit', 'technical_dynamics']",ok,103,2627,2007-08-20,2018-02-02,0.49427824718987085,-0.020647788688437252,0.48957133293151855,0.4736304585014336,0.5518750346882182,0.2731262904431069,0.4846235822486108,0.484243570145513,0.43273231622746183,0.5357548240635641,0.48391674384766187,0.01109216281883121,801
futures_core+trend_direction,"['futures_core', 'trend_direction']",ok,50,2466,2008-04-10,2018-02-02,0.5101023449774605,-0.020652541004067326,0.48985937237739563,0.4894498039733932,0.5531849927500236,0.26217282144404563,0.5106272851416237,0.5100657447703851,0.4587706146926537,0.5613608748481167,0.48418219652118966,0.0673748379016021,745
breadth+volatility_options_core,"['breadth', 'volatility_options_core']",ok,51,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.02133422089957454,0.4630827158689499,0.46973138068760284,0.5516030800791552,0.27117299437800585,0.4767699115044247,0.475816867003652,0.42677824267782427,0.5248554913294797,0.4637041242450925,0.08763998619321366,791
breadth+calendar+equity_rotation+futures_core+technical_dynamics+volatility_options_core,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'technical_dynamics', 'volatility_options_core']",ok,101,2592,2007-08-20,2018-02-02,0.4935963182117028,-0.022695595003287272,0.5234889984130859,0.47090072320841553,0.5600399042960084,0.2641935551344054,0.48076265614727154,0.4790082644628099,0.4380165289256198,0.52,0.47377229378295804,0.0269025919619281,788
breadth+calendar+equity_rotation+technical_dynamics+volatility_options_core,"['breadth', 'calendar', 'equity_rotation', 'technical_dynamics', 'volatility_options_core']",ok,91,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.022789568486177636,0.5057714581489563,0.46827603310099974,0.5373055731773175,0.26842796589070544,0.4911504424778761,0.4894926165855229,0.44689655172413795,0.5320886814469078,0.47549702069319694,0.015684873681459016,791
breadth+equity_rotation+macro_cross_asset+volatility_options_core,"['breadth', 'equity_rotation', 'macro_cross_asset', 'volatility_options_core']",ok,69,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.022796914623837705,0.47372038662433624,0.46478761622992393,0.5518193718524931,0.2652682627773859,0.4981376796280642,0.49669156883671295,0.4,0.5933831376734259,0.47065533771516915,0.02889898487463776,786
breadth+equity_rotation+futures_core+macro_cross_asset+trend_direction,"['breadth', 'equity_rotation', 'futures_core', 'macro_cross_asset', 'trend_direction']",ok,83,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.02313002266639197,0.45181556046009064,0.48346383680197813,0.5391877445534147,0.27167258901605523,0.516293308998852,0.5150879506158041,0.423841059602649,0.6063348416289592,0.48170070396897535,0.01880024204196687,744
calendar+equity_rotation+volatility_options_core,"['calendar', 'equity_rotation', 'volatility_options_core']",ok,55,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.02314851071605717,0.47212639451026917,0.4679170908711202,0.5385084003539123,0.2696072585872667,0.4996312684365781,0.49961013932002407,0.424962852897474,0.5742574257425742,0.4728074727301204,0.05193500215720624,791
breadth+macro_cross_asset+volatility_options_core,"['breadth', 'macro_cross_asset', 'volatility_options_core']",ok,59,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.02335164835164838,0.4635232836008072,0.46423288250211325,0.5380592134458506,0.2709658301315768,0.4855240912933221,0.4840017125731411,0.38618524332810045,0.5818181818181818,0.4708765203392189,0.04880622586113443,786
breadth+equity_rotation+rates_credit+technical_dynamics,"['breadth', 'equity_rotation', 'rates_credit', 'technical_dynamics']",ok,84,2633,2007-08-20,2018-02-02,0.482387020559996,-0.02389659679284173,0.47044578194618225,0.45849042376715426,0.5486838057641813,0.2718853161053333,0.4797698939325391,0.4786410470620997,0.3879699248120301,0.5693121693121693,0.4590112093938907,0.029401767854704632,805
breadth+calendar+equity_rotation+rates_credit+technical_dynamics,"['breadth', 'calendar', 'equity_rotation', 'rates_credit', 'technical_dynamics']",ok,93,2633,2007-08-20,2018-02-02,0.482387020559996,-0.024003418287839917,0.4775397926568985,0.4583836022721561,0.535528894709344,0.2731083289117002,0.48477165334539785,0.47807379464811983,0.35294117647058826,0.6032064128256514,0.464974783900237,0.014438744450018099,805
breadth+calendar+equity_rotation+futures_core+technical_dynamics+trend_direction,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'technical_dynamics', 'trend_direction']",ok,105,2466,2008-04-10,2018-02-02,0.5101023449774605,-0.024125222090069398,0.473726287484169,0.48597712288739114,0.5376976364816546,0.26372840288056926,0.5116955200211445,0.5100419891738757,0.41402337228714525,0.6060606060606061,0.4924486088729516,0.04023355106727574,745
breadth+calendar+interaction_consensus+trend_direction,"['breadth', 'calendar', 'interaction_consensus', 'trend_direction']",ok,76,2468,2008-04-10,2018-02-02,0.5217025940811107,-0.02412860796492522,0.4655945897102356,0.49757398611618553,0.5660553095832264,0.2648564935074103,0.5064267446108879,0.5064162754303599,0.4350547730829421,0.5777777777777777,0.4934692159330778,0.0108000597248115,747
breadth+rates_credit+volatility_options_core,"['breadth', 'rates_credit', 'volatility_options_core']",ok,67,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.02434933563056374,0.4735317826271057,0.46671626595661364,0.5460370118768684,0.2724234695822557,0.4793510324483776,0.47921369450714824,0.4166666666666667,0.5417607223476298,0.46932170088092323,0.010595261667909302,791
calendar+futures_core+macro_cross_asset+trend_direction+volatility_options_core,"['calendar', 'futures_core', 'macro_cross_asset', 'trend_direction', 'volatility_options_core']",ok,81,2429,2008-04-10,2018-02-02,0.511394307446939,-0.024690222058643074,0.4846302419900894,0.48670408538829596,0.5611518333709713,0.2658765355829763,0.5006287572077046,0.5006275449101797,0.4288,0.5724550898203593,0.47775456483847617,0.07858325027192686,730
equity_rotation+futures_core,"['equity_rotation', 'futures_core']",ok,42,2627,2007-08-20,2018-02-02,0.49427824718987085,-0.02473294257948294,0.46923868358135223,0.4695453046103879,0.5430216002818737,0.26688347453527733,0.4839384943289945,0.48392451345072296,0.414985590778098,0.552863436123348,0.464426728185481,0.03137542510586601,801
futures_core+technical_dynamics+volatility_options_core,"['futures_core', 'technical_dynamics', 'volatility_options_core']",ok,67,2592,2007-08-20,2018-02-02,0.4935963182117028,-0.024799474030243296,0.4939422160387039,0.4687968441814595,0.554744894966634,0.2701647841239103,0.4877514792899408,0.48072278479992914,0.4695201037613489,0.4919254658385093,0.4710462254033729,0.0016292244668440444,788
macro_cross_asset+trend_direction,"['macro_cross_asset', 'trend_direction']",ok,48,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.025359865767860867,0.4772952198982239,0.48123399370050923,0.5719446365109885,0.2607274303602832,0.4968944099378882,0.49484416301158973,0.4595375722543353,0.5301507537688442,0.48001272666107475,0.04085230503452593,744
breadth+calendar+equity_rotation+macro_cross_asset+rates_credit,"['breadth', 'calendar', 'equity_rotation', 'macro_cross_asset', 'rates_credit']",ok,80,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.02551800596375875,0.47561147809028625,0.46689349338634456,0.5495639451966352,0.2690294425824077,0.4891492723704666,0.48913124935224384,0.4213564213564214,0.5569060773480663,0.47212807223591674,0.03580985602697454,799
trend_direction+volatility_options_core,"['trend_direction', 'volatility_options_core']",ok,54,2437,2008-04-10,2018-02-02,0.5075481125933105,-0.02625562133761339,0.46072088181972504,0.48129249125569706,0.5608768754936215,0.2660138059777813,0.49466256832669625,0.4937637564196625,0.44072948328267475,0.5467980295566502,0.4783494737199159,0.05024726906033102,735
breadth+macro_cross_asset+rates_credit,"['breadth', 'macro_cross_asset', 'rates_credit']",ok,61,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.02643550730178157,0.4840354472398758,0.46597599204832174,0.5367883043716088,0.2633397959078624,0.49161505721640286,0.4912680809023652,0.413589364844904,0.5689467969598263,0.4665650920650646,0.010547772896007118,799
breadth+technical_dynamics+volatility_options_core,"['breadth', 'technical_dynamics', 'volatility_options_core']",ok,72,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.0272991881379383,0.5002517998218536,0.4637664134492391,0.5652042323396133,0.2665878199542107,0.49668141592920356,0.4942130224667112,0.45776566757493187,0.5306603773584906,0.46949626496309116,0.03907695649322465,791
breadth+equity_rotation+interaction_consensus+macro_cross_asset,"['breadth', 'equity_rotation', 'interaction_consensus', 'macro_cross_asset']",ok,67,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.02734026556566521,0.5054343044757843,0.4650712337844381,0.5370194220228537,0.275209727180851,0.4861419068736142,0.4831239793995729,0.45789473684210524,0.5083532219570406,0.4701100748827641,0.04730282596990934,799
breadth+macro_cross_asset+trend_direction,"['breadth', 'macro_cross_asset', 'trend_direction']",ok,63,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.02759706808748652,0.5205366909503937,0.4789967913808836,0.5636030940017422,0.258667634011723,0.4975935356627712,0.49048001951519204,0.4829467939972715,0.49801324503311256,0.4741122859704334,0.013478267910295912,744
interaction_consensus+rates_credit+volatility_options_core,"['interaction_consensus', 'rates_credit', 'volatility_options_core']",ok,64,2594,2007-08-20,2018-02-02,0.49239034886314437,-0.027650585811936634,0.4887077212333679,0.46473976305120773,0.554319237774832,0.27052049038326786,0.4913112216114092,0.48900036662752744,0.45143638850889195,0.526564344746163,0.46793424208801676,0.026565736943804978,789
calendar+equity_rotation+futures_core+macro_cross_asset+technical_dynamics+volatility_options_core,"['calendar', 'equity_rotation', 'futures_core', 'macro_cross_asset', 'technical_dynamics', 'volatility_options_core']",ok,94,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.028060281065088788,0.44324469566345215,0.45952424978867284,0.525272275525337,0.2715017172593632,0.49341583896872354,0.4893728035848564,0.37438423645320196,0.6043613707165109,0.45952427392631817,0.03499785206594364,786
calendar+trend_direction,"['calendar', 'trend_direction']",ok,49,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.028132676347039975,0.4164019078016281,0.4825724211107719,0.5565857509935591,0.2652822690193617,0.5139355223186384,0.49153857343742424,0.3170731707317073,0.6660039761431411,0.47894661441761904,0.02355439489021883,749
breadth+calendar+macro_cross_asset+rates_credit+technical_dynamics,"['breadth', 'calendar', 'macro_cross_asset', 'rates_credit', 'technical_dynamics']",ok,91,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.028308739200244848,0.42402975261211395,0.46410276014985846,0.5416838093968797,0.2706160593906545,0.49947434819175773,0.4840132455790819,0.3309608540925267,0.637065637065637,0.4686721189023662,0.008604587247991066,799
calendar+futures_core+interaction_consensus+macro_cross_asset+technical_dynamics+volatility_options_core,"['calendar', 'futures_core', 'interaction_consensus', 'macro_cross_asset', 'technical_dynamics', 'volatility_options_core']",ok,96,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.02877351014370244,0.5156227052211761,0.4588110207100592,0.5527627613356856,0.27207974423687153,0.4915337066779375,0.47648148418243075,0.4944649446494465,0.45849802371541504,0.46236977226222226,0.027529278901683232,786
breadth+calendar+equity_rotation+futures_core+interaction_consensus+macro_cross_asset+rates_credit+technical_dynamics+trend_direction+volatility_options_core,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'interaction_consensus', 'macro_cross_asset', 'rates_credit', 'technical_dynamics', 'trend_direction', 'volatility_options_core']",ok,155,2429,2008-04-10,2018-02-02,0.511394307446939,-0.02898417372101586,0.506622314453125,0.4824101337259232,0.555952948142503,0.26761775704551943,0.4971782603361551,0.4952201020215379,0.4537313432835821,0.5367088607594936,0.4784669239780211,0.023543531078361664,730
equity_rotation+futures_core+rates_credit+trend_direction,"['equity_rotation', 'futures_core', 'rates_credit', 'trend_direction']",ok,76,2466,2008-04-10,2018-02-02,0.5101023449774605,-0.028992849066854565,0.44707679748535156,0.481109495910606,0.5607504685265468,0.2650371486456627,0.5030285009470948,0.49748825335679797,0.37742504409171074,0.6175514626218852,0.48282462576002255,0.01047218405894473,745
breadth+calendar+equity_rotation+futures_core+interaction_consensus+macro_cross_asset,"['breadth', 'calendar', 'equity_rotation', 'futures_core', 'interaction_consensus', 'macro_cross_asset']",ok,86,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.029802864643066584,0.47692760825157166,0.4626086347070367,0.5450489772764815,0.265469674897276,0.4855748400744196,0.4854809034386499,0.428169014084507,0.5427927927927928,0.4664247437295795,0.023411524594199425,799
breadth+equity_rotation+macro_cross_asset+rates_credit,"['breadth', 'equity_rotation', 'macro_cross_asset', 'rates_credit']",ok,71,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.03016922802456873,0.47359462082386017,0.4622422713255346,0.5453991313605833,0.2692687150585064,0.4830740117746005,0.4829569694035538,0.4104803493449782,0.5554335894621295,0.45783255861571553,0.02377396099401828,799
trend_direction,['trend_direction'],ok,40,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.031483015741507914,0.48592840135097504,0.479222081716304,0.5499918306895341,0.26212440448343205,0.49293231006264626,0.4897172397391446,0.4611032531824611,0.5183312262958281,0.4785850668362423,0.032710796021094064,749
breadth+calendar+rates_credit+volatility_options_core,"['breadth', 'calendar', 'rates_credit', 'volatility_options_core']",ok,76,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.03188059623567496,0.4344897121191025,0.4591850053515024,0.5455020450693151,0.2666702554685178,0.48893805309734517,0.47576229721766106,0.3220035778175313,0.6295210166177908,0.46824469621887266,0.04704334760493323,791
interaction_consensus+technical_dynamics+volatility_options_core,"['interaction_consensus', 'technical_dynamics', 'volatility_options_core']",ok,69,2594,2007-08-20,2018-02-02,0.49239034886314437,-0.0321638961413821,0.47668033838272095,0.46022645272176227,0.5353971390376716,0.2654926868026651,0.4890447263805613,0.48687227623198126,0.3821656050955414,0.5915789473684211,0.46172526745798165,0.03697383340217678,789
technical_dynamics+trend_direction,"['technical_dynamics', 'trend_direction']",ok,61,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.033692350179508446,0.46513423323631287,0.47701274727830345,0.5484445789347783,0.2635119143399306,0.496398930217009,0.48755358884777034,0.35208711433756806,0.6230200633579726,0.48335605277849725,0.044845514235410076,749
rates_credit+technical_dynamics+volatility_options_core,"['rates_credit', 'technical_dynamics', 'volatility_options_core']",ok,73,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.03389719894536253,0.45315659046173096,0.45716840264181485,0.5374602706966813,0.27428427658230636,0.4837758112094395,0.48352560569073677,0.4006024096385542,0.5664488017429193,0.4565933182498411,0.010341567373563003,791
breadth+calendar+futures_core+macro_cross_asset+rates_credit,"['breadth', 'calendar', 'futures_core', 'macro_cross_asset', 'rates_credit']",ok,80,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.03451143053750294,0.48107588291168213,0.45790006881260037,0.5384383525934677,0.27039367814636334,0.48393416927899685,0.48394209354120266,0.42,0.5478841870824054,0.4633020496802434,0.040182958942946545,799
breadth+calendar+macro_cross_asset+rates_credit+volatility_options_core,"['breadth', 'calendar', 'macro_cross_asset', 'rates_credit', 'volatility_options_core']",ok,84,2590,2007-08-20,2018-02-02,0.48758453085376163,-0.034518966610312785,0.4135323613882065,0.45306556424344885,0.5365979429939928,0.2783134078565109,0.4883571956889265,0.4786087855152814,0.33797909407665505,0.6192384769539078,0.45002289892271863,0.026858269373666855,786
interaction_consensus+trend_direction,"['interaction_consensus', 'trend_direction']",ok,52,2468,2008-04-10,2018-02-02,0.5217025940811107,-0.03480453050785537,0.4823736697435379,0.4868980635732554,0.5627030211903756,0.26357925659608167,0.5218158567774936,0.5211751367213553,0.434640522875817,0.6077097505668935,0.47452370658854326,0.028299030094913726,747
rates_credit+trend_direction,"['rates_credit', 'trend_direction']",ok,56,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.03521126760563387,0.5354145467281342,0.47549382985217803,0.5589759181042049,0.2630721195989658,0.5027144289887935,0.492648736523872,0.4946808510638298,0.4906166219839142,0.4808551843649295,0.0022777040231253673,749
breadth+calendar+interaction_consensus+technical_dynamics,"['breadth', 'calendar', 'interaction_consensus', 'technical_dynamics']",ok,79,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.03637741568776054,0.4767206162214279,0.4602627257799672,0.5382034019999187,0.2667023016083444,0.4873721106479727,0.48675374769878144,0.40238450074515647,0.5711229946524065,0.46534579219833544,0.02252443665960627,803
breadth+equity_rotation+rates_credit+trend_direction,"['breadth', 'equity_rotation', 'rates_credit', 'trend_direction']",ok,81,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.03920115117952294,0.43661928176879883,0.47150394627828895,0.5465787958598944,0.26553324289750635,0.5148548670765564,0.5019089643086263,0.35361216730038025,0.6502057613168725,0.4692144008086478,0.013961914457556101,749
calendar+technical_dynamics+trend_direction,"['calendar', 'technical_dynamics', 'trend_direction']",ok,70,2472,2008-04-10,2018-02-02,0.5107050974578119,-0.04236253433916193,0.5135273337364197,0.46834256311864997,0.5414298162599103,0.2638438266318217,0.49512710940565996,0.48950527412609374,0.4738292011019284,0.5051813471502591,0.4663819699518921,0.0300934345339515,749
calendar+equity_rotation+interaction_consensus,"['calendar', 'equity_rotation', 'interaction_consensus']",ok,53,2629,2007-08-20,2018-02-02,0.4966401414677277,-0.044669698117974,0.41442960500717163,0.4519704433497537,0.5443999752008836,0.27355132235911434,0.48848364279398765,0.4690909090909091,0.3018181818181818,0.6363636363636364,0.43646438027886575,0.015992866011029706,803
calendar+volatility_options_core,"['calendar', 'volatility_options_core']",ok,45,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.04467851828647518,0.42957401275634766,0.4463870833007022,0.5242980194109572,0.27663062151986084,0.48008849557522126,0.4744186046511628,0.3488372093023256,0.6,0.4463794818079754,0.015838197993160507,791
equity_rotation+macro_cross_asset+technical_dynamics,"['equity_rotation', 'macro_cross_asset', 'technical_dynamics']",ok,61,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.046206386828758605,0.4350334107875824,0.4462051125213447,0.5266801898513347,0.26968536884978733,0.4950047149374315,0.4691424957079606,0.2884250474383302,0.6498599439775911,0.4469207989198374,0.007543355851569081,799
calendar+equity_rotation+rates_credit+technical_dynamics+volatility_options_core,"['calendar', 'equity_rotation', 'rates_credit', 'technical_dynamics', 'volatility_options_core']",ok,92,2598,2007-08-20,2018-02-02,0.4910656015871774,-0.04664943743963257,0.42772310972213745,0.4444161641475448,0.5250141419239857,0.27675022057555004,0.47492625368731567,0.4667768515857047,0.3299319727891156,0.6036217303822937,0.4406750222943971,0.018710677767933524,791
breadth+calendar+macro_cross_asset+rates_credit+trend_direction,"['breadth', 'calendar', 'macro_cross_asset', 'rates_credit', 'trend_direction']",ok,88,2464,2008-04-10,2018-02-02,0.5065938594683701,-0.04737128727444001,0.5192636847496033,0.4592225721939301,0.5384849944607926,0.26819663161943125,0.5001692620176033,0.4905831151867931,0.4926372155287818,0.4885290148448043,0.4581147460445236,0.03398003914242378,744
calendar+interaction_consensus+macro_cross_asset+rates_credit,"['calendar', 'interaction_consensus', 'macro_cross_asset', 'rates_credit']",ok,67,2625,2007-08-20,2018-02-02,0.4924114993501033,-0.05221474628539402,0.43738143146038055,0.4401967530647093,0.5209468362265803,0.2767760933809196,0.48740347121339556,0.4719950968307448,0.31802120141342755,0.625968992248062,0.44187193837117383,0.01576157394854912,799
