volatility_window,threshold_multiplier,training_rows,training_start,training_end,down_share,flat_share,up_share,minimum_class_share,up_down_share_gap,median_threshold_pct,threshold_p25_pct,threshold_p75_pct,median_flat_abs_return_pct,flat_share_block_min,flat_share_block_max,flat_share_block_std,flat_share_block_range
20,0.65,3416,2007-03-01,2020-09-25,0.21252927400468383,0.5248829039812647,0.2625878220140515,0.21252927400468383,0.05005854800936768,0.550178291801254,0.37798421500170626,0.8114291120078538,0.22033461851589572,0.5043859649122807,0.5666178623718887,0.02408590137519621,0.062231897459608
20,0.7,3416,2007-03-01,2020-09-25,0.19789227166276346,0.5585480093676815,0.24355971896955503,0.19789227166276346,0.045667447306791564,0.5924996988628887,0.40705992384799133,0.873846736008458,0.23754175653910833,0.5409356725146199,0.595900439238653,0.021136096199158242,0.054964766724033054
20,0.75,3416,2007-03-01,2020-09-25,0.1870608899297424,0.586943793911007,0.2259953161592506,0.1870608899297424,0.038934426229508184,0.6348211059245237,0.4361356326942764,0.9362643600090622,0.25145935900984334,0.5687134502923976,0.6134699853587116,0.014929920330914873,0.04475653506631394
20,0.8,3416,2007-03-01,2020-09-25,0.17505854800936768,0.6147540983606558,0.2101873536299766,0.17505854800936768,0.03512880562060891,0.6771425129861587,0.46521134154056154,0.9986819840096663,0.26569393066481806,0.6061493411420205,0.636896046852123,0.011385646999529302,0.030746705710102518
20,0.85,3416,2007-03-01,2020-09-25,0.16686182669789226,0.6358313817330211,0.19730679156908665,0.16686182669789226,0.030444964871194385,0.7194639200477936,0.4942870503868466,1.0610996080102706,0.278843652893497,0.6281112737920937,0.6544655929721815,0.009472655801318345,0.026354319180087793
20,0.9,3416,2007-03-01,2020-09-25,0.1557377049180328,0.6574941451990632,0.186768149882904,0.1557377049180328,0.0310304449648712,0.7617853271094285,0.5233627592331318,1.1235172320108746,0.28960688860221295,0.6471449487554904,0.6720351390922401,0.008602389827288023,0.024890190336749662
20,0.95,3416,2007-03-01,2020-09-25,0.1490046838407494,0.6779859484777517,0.17300936768149883,0.1490046838407494,0.024004683840749413,0.8041067341710633,0.5524384680794168,1.1859348560114789,0.29831314358704003,0.664714494875549,0.6881405563689604,0.008320218320220391,0.02342606149341142
20,1.0,3416,2007-03-01,2020-09-25,0.13934426229508196,0.7005269320843092,0.1601288056206089,0.13934426229508196,0.020784543325526955,0.8464281412326982,0.581514176925702,1.248352480012083,0.30814079394163696,0.6822840409956076,0.7086383601756955,0.010650685539877514,0.026354319180087904
40,0.1,3402,2007-03-29,2020-10-05,0.4000587889476778,0.11228689006466784,0.4876543209876543,0.11228689006466784,0.0875955320399765,0.08540190620496782,0.06425362505076518,0.12508136184225566,0.04019849948710821,0.09985315712187959,0.1262848751835536,0.009311705117532572,0.02643171806167402
40,0.15,3402,2007-03-29,2020-10-05,0.3741916519694298,0.16549088771310994,0.4603174603174603,0.16549088771310994,0.08612580834803052,0.12810285930745172,0.09638043757614775,0.18762204276338346,0.05849074337178979,0.15859030837004406,0.18382352941176472,0.009367721260807422,0.025233221041720655
