family,feature,rationale,prediction_coverage,pooled_auc_range,heterogeneity_permutation_p,heterogeneity_valid_permutations,low_rows,low_auc,low_auc_lower_95,low_auc_upper_95,low_fold_auc_mean,low_fold_auc_std,low_valid_folds,mid_rows,mid_auc,mid_auc_lower_95,mid_auc_upper_95,mid_fold_auc_mean,mid_fold_auc_std,mid_valid_folds,high_rows,high_auc,high_auc_lower_95,high_auc_upper_95,high_fold_auc_mean,high_fold_auc_std,high_valid_folds,best_regime,best_regime_auc,best_regime_auc_lower_95,best_regime_auc_upper_95,best_regime_rows,best_regime_valid_folds,worst_regime,worst_regime_auc,worst_regime_auc_lower_95,worst_regime_auc_upper_95,worst_regime_rows,heterogeneity_fdr_q,development_regime_candidate,development_abstention_candidate
volatility,realized_volatility_20,Realized-volatility state separated weak and strong Stage-2 periods.,1.0,0.17098298141987478,0.008995502248875561,2000,645,0.5722329944963472,0.5280667751017576,0.6205910089700595,0.5861722926790488,0.01670498272180284,3,153,0.43548951048951046,0.32654100825283094,0.552389638676225,0.3925289964639242,0.09040816283060914,3,193,0.6064724919093852,0.560546510270775,0.6705391318771051,0.5930522284328513,0.04746537883801232,3,HIGH,0.6064724919093852,0.560546510270775,0.6705391318771051,193,3,MID,0.43548951048951046,0.32654100825283094,0.552389638676225,153,0.08095952023988005,True,False
trend,ma_alignment_score,Trend alignment was one of the largest block-level state differences.,1.0,0.07686106224554834,0.25287356321839083,2000,163,0.5843354918285538,0.4667466303897128,0.6839808818994755,0.5679561230176826,0.08320666767999191,2,684,0.5735211316407232,0.5291771965713497,0.6128323525865991,0.5743288020309887,0.022876201452785346,3,144,0.5074744295830055,0.43349387756776697,0.614271000542135,0.5074744295830055,0.0,1,LOW,0.5843354918285538,0.4667466303897128,0.6839808818994755,163,2,HIGH,0.5074744295830055,0.43349387756776697,0.614271000542135,144,0.5689655172413793,False,False
breadth,rsp_relative_return_20,Equal-weight relative leadership differed materially through time.,1.0,0.07392836517496193,0.24037981009495252,2000,331,0.5078553160394592,0.46230052896664736,0.5681062049701775,0.5240986429069195,0.013385539099967083,3,451,0.5799894830515331,0.5356027560366136,0.6240686485918645,0.5781041796879332,0.023196049063851684,3,209,0.5817836812144211,0.48460338712454043,0.6497732573878153,0.5903153265006228,0.09529055026392214,3,HIGH,0.5817836812144211,0.48460338712454043,0.6497732573878153,209,3,LOW,0.5078553160394592,0.46230052896664736,0.5681062049701775,331,0.5689655172413793,False,False
cross_asset,crude_return_5d,Cross-asset crude state showed a large conditional AUC range.,0.9969727547931383,0.07299738164657199,0.23288355822088955,2000,341,0.6046029442255858,0.54159362785398,0.6651582671496035,0.6076609066857251,0.042615970128896154,3,380,0.5316055625790138,0.4893245295814846,0.5807820516242096,0.5430198777268848,0.0239146568018731,3,267,0.5495464852607709,0.4862823349987328,0.6154733495612466,0.5442625260187067,0.016962484487837076,3,LOW,0.6046029442255858,0.54159362785398,0.6651582671496035,341,3,MID,0.5316055625790138,0.4893245295814846,0.5807820516242096,380,0.5689655172413793,False,False
rates_credit,hyg_lqd_relative_return_5,Credit-risk state showed conditional directional predictability.,1.0,0.04850595811491709,0.5337331334332833,2000,299,0.5880391081871345,0.5223405252573647,0.6440433003085443,0.6019510582010582,0.013469756042570466,3,396,0.5652755966325979,0.5044613909606717,0.6379750476820983,0.5583771882966845,0.052916223402303814,3,296,0.5395331500722174,0.49533008118501637,0.5934709702781715,0.5258648356474444,0.044693993525050324,3,LOW,0.5880391081871345,0.5223405252573647,0.6440433003085443,299,3,HIGH,0.5395331500722174,0.49533008118501637,0.5934709702781715,296,0.800599700149925,False,False
volatility,implied_realized_ratio_20,Strongest outer-validation state contrast and largest conditional AUC spread.,1.0,0.044556335979930806,0.5892053973013494,2000,286,0.5755459812806418,0.5078270912438457,0.6351753098320165,0.5524394092398243,0.10919877865226205,3,266,0.5874460120932911,0.504809111143857,0.6442671595114123,0.5993701841159468,0.05230381900022889,3,439,0.5428896761133603,0.49161585312313194,0.5987114224849623,0.5633584252005305,0.04819986707526538,3,MID,0.5874460120932911,0.504809111143857,0.6442671595114123,266,3,HIGH,0.5428896761133603,0.49161585312313194,0.5987114224849623,439,0.800599700149925,False,False
trend,adx_14,Trend strength showed a large block contrast and conditional AUC range.,1.0,0.04192603561527608,0.6226886556721639,2000,391,0.5395302506029149,0.4662624176765699,0.5878099420311552,0.5785279928985667,0.09715652258461202,3,294,0.581456286218191,0.5173868630768107,0.6458362654493878,0.5667048465065881,0.07717160973181261,3,306,0.5755324630711096,0.5269451990730631,0.6412199840592729,0.5797656515559205,0.025022927114932012,3,MID,0.581456286218191,0.5173868630768107,0.6458362654493878,294,3,LOW,0.5395302506029149,0.4662624176765699,0.5878099420311552,391,0.800599700149925,False,False
breadth,sector_volume_breadth,Volume breadth produced one of the largest conditional AUC ranges.,1.0,0.03599412319248918,0.7131434282858571,2000,314,0.5786516853932584,0.5140419223620313,0.6320076491840675,0.5819250076736465,0.01964618433007601,3,323,0.5426575622007692,0.4972435211900036,0.5938780771995331,0.5361893301793219,0.01306320493628263,3,354,0.5638657355260194,0.510983859449958,0.6277124282564788,0.577866877695253,0.05344114065599055,3,LOW,0.5786516853932584,0.5140419223620313,0.6320076491840675,314,3,MID,0.5426575622007692,0.4972435211900036,0.5938780771995331,323,0.8022863568215892,False,False
volatility,vvix_level,Volatility-of-volatility showed materially different conditional AUC states.,1.0,0.009884839983035909,0.9845077461269365,2000,117,0.5714285714285714,0.4645578729504718,0.6207636161298768,0.6202639952639953,0.0726369405306366,3,340,0.5616554054054054,0.5029712521882673,0.619123727540277,0.5790945838503117,0.049386580984091266,3,534,0.5615437314455355,0.5146621144668655,0.6056100718855782,0.5558965606822485,0.026989224870307863,3,LOW,0.5714285714285714,0.4645578729504718,0.6207636161298768,117,3,HIGH,0.5615437314455355,0.5146621144668655,0.6056100718855782,534,0.9845077461269365,False,False
