feature_date,target_date,future_log_return,direction,implied_realized_ratio_20,realized_volatility_20,vvix_level,ma_alignment_score,adx_14,rsp_relative_return_20,sector_volume_breadth,hyg_lqd_relative_return_5,crude_return_5d,outer_fold,actual_up,score,saved_decision_threshold,predicted_up,regime__implied_realized_ratio_20,regime__realized_volatility_20,regime__vvix_level,regime__ma_alignment_score,regime__adx_14,regime__rsp_relative_return_20,regime__sector_volume_breadth,regime__hyg_lqd_relative_return_5,regime__crude_return_5d
2015-10-30,2015-11-02,0.011761498942322644,UP,1.2056496176073526,0.00787393563563846,90.2699966430664,1.0,22.3561237419443,-0.010967378764151457,-0.12108992176914381,0.003302360901229036,0.04365210429034028,2,1,0.5663079619407654,0.5388480722904205,1,MID,LOW,MID,MID,MID,LOW,MID,HIGH,HIGH
2015-11-06,2015-11-09,-0.009375326864791323,DOWN,1.256245858778291,0.00718573628394306,85.02999877929688,1.0,26.13796707481211,-0.020432497206886547,-0.14752273909368896,0.002338532279511361,-0.050626990497522145,2,0,0.43059414625167847,0.5388480722904205,0,MID,LOW,MID,MID,HIGH,LOW,MID,MID,LOW
2015-11-11,2015-11-12,-0.014058155525712998,DOWN,1.374520165559138,0.0073602766826925585,91.25,1.0,23.985859826067983,-0.018679178827465358,-0.21430669646045952,-0.012035959026976779,-0.07600293733116355,2,0,0.44374242424964905,0.5388480722904205,0,MID,LOW,MID,MID,MID,LOW,MID,LOW,LOW
2015-11-12,2015-11-13,-0.01129180396066122,DOWN,1.5395312177001328,0.007516582111222356,98.19000244140625,1.0,22.64792421184257,-0.017658016197090155,-1.0299896332847045,-0.014255816838724528,-0.07939765242051226,2,0,0.5693756341934204,0.5388480722904205,1,HIGH,LOW,HIGH,MID,MID,LOW,LOW,LOW,LOW
2015-11-13,2015-11-16,0.015092416612007657,UP,1.600187857418366,0.007904828750787326,106.05999755859375,1.0,22.389618896489367,-0.01406041791766495,-0.8856751522919366,-0.0217771231776201,-0.08354848660816583,2,1,0.5368776917457581,0.5388480722904205,0,HIGH,LOW,HIGH,MID,MID,LOW,LOW,LOW,LOW
2015-11-17,2015-11-18,0.015741486470022985,UP,1.378828163000733,0.008607370277948667,100.37000274658203,0.0,20.240333870956526,-0.01593769567317133,-0.4636705062414264,-0.010306210558339272,-0.0834603122326609,2,1,0.5972050428390503,0.5388480722904205,1,MID,MID,HIGH,MID,MID,LOW,MID,LOW,LOW
2015-11-30,2015-12-01,0.009490450885066217,UP,1.334050439946047,0.007616611848505754,90.83999633789062,0.0,14.365551308467174,-0.000603475076093075,-0.013094676740730282,0.00011323537756899142,0.030719190784730153,2,1,0.44866207242012024,0.5388480722904205,0,MID,LOW,MID,MID,LOW,MID,MID,MID,HIGH
2015-12-01,2015-12-02,-0.010257449923871885,DOWN,1.2404327202346737,0.0074500061650969295,87.31999969482422,1.0,13.942557113594678,-0.0021302997435339566,1.0348425688381342,-0.0010583371244418105,0.002392309177952436,2,0,0.4846023917198181,0.5388480722904205,0,MID,LOW,MID,MID,LOW,MID,HIGH,MID,MID
2015-12-02,2015-12-03,-0.014101736427653467,DOWN,1.2913095561935273,0.007761390596419184,92.94000244140625,1.0,13.00887527877651,-0.0038737307998172304,-1.0889206837404737,-0.0016776899821885631,-0.07079396209085376,2,0,0.4924231767654419,0.5388480722904205,0,MID,LOW,HIGH,MID,LOW,MID,LOW,MID,LOW
2015-12-03,2015-12-04,0.01931517094939084,UP,1.37128492981111,0.008319370988093601,101.80000305175781,1.0,13.668996812885554,-0.0037712963226722712,-1.290045183696714,0.008880347062649382,-0.046608507491819384,2,1,0.5980793833732605,0.5388480722904205,1,MID,LOW,HIGH,MID,LOW,MID,LOW,HIGH,LOW
2015-12-10,2015-12-11,-0.01957139224450698,DOWN,1.269398977771489,0.009597498624249374,113.80000305175781,1.0,17.04765153711341,-0.006908468609842429,0.6600767478939924,-0.02407827739585035,-0.11111117780591158,2,0,0.5893326997756958,0.5388480722904205,1,MID,MID,HIGH,MID,LOW,LOW,HIGH,LOW,LOW
2015-12-14,2015-12-15,0.010443087190806444,UP,1.4560585398768247,0.009833776210682776,122.22000122070312,0.0,21.53801925738973,-0.009798423887235473,1.4622304650147975,-0.03082714318886246,-0.03623977152636097,2,1,0.537051260471344,0.5388480722904205,0,HIGH,MID,HIGH,MID,MID,LOW,HIGH,LOW,LOW
2015-12-15,2015-12-16,0.014525990261195328,UP,1.3877164621475975,0.009510055084371073,114.37000274658203,0.0,21.936438219483172,-0.010239364357301876,1.2373773750932306,-0.0034779650514106825,-0.004274648621305716,2,1,0.5554994940757751,0.5388480722904205,1,MID,MID,HIGH,MID,MID,LOW,HIGH,MID,MID
2015-12-16,2015-12-17,-0.015355472214624757,DOWN,1.1187329916211135,0.010056682826605764,108.93000030517578,0.0,21.251981494093044,-0.00902694809247789,1.2800232824189193,-0.001146597885941434,-0.04513697882793738,2,0,0.48192065954208374,0.5388480722904205,0,LOW,MID,HIGH,MID,MID,LOW,HIGH,MID,LOW
2015-12-17,2015-12-18,-0.023909439079209505,DOWN,1.1931861869877833,0.009999343772047404,113.5199966430664,0.0,20.576992624482326,-0.01072575067093091,-0.9201920595868963,-0.011657315892557772,-0.050491761318069886,2,0,0.5595082640647888,0.5388480722904205,1,MID,MID,HIGH,MID,MID,LOW,LOW,LOW,LOW
2015-12-22,2015-12-23,0.012307267310985573,UP,0.8962890635191363,0.01166701430656104,100.91000366210938,-1.0,21.94221270508368,-0.00602781257208547,0.7925764558951429,0.0011468524596151934,-0.03293260244975742,2,1,0.6096531748771667,0.5388480722904205,1,LOW,MID,HIGH,LOW,MID,LOW,HIGH,MID,LOW
2015-12-28,2015-12-29,0.010615388596981797,UP,0.8842996194664666,0.012046028744513474,99.23999786376953,-1.0,19.310293950025383,-0.005029214963116618,-0.2585940234746621,0.006541630814338028,0.0581657311231406,2,1,0.5345982909202576,0.5388480722904205,0,LOW,MID,HIGH,LOW,MID,LOW,MID,HIGH,HIGH
2015-12-30,2015-12-31,-0.010053757792281173,DOWN,0.8957788636725662,0.01215889015579461,100.81999969482422,-1.0,16.894120656917924,-0.008300964161593118,-0.5962312216672854,0.008690495408456693,0.012647930441089417,2,0,0.5902372598648071,0.5388480722904205,1,LOW,MID,HIGH,LOW,LOW,LOW,LOW,HIGH,MID
2015-12-31,2016-01-04,-0.014078085007925907,DOWN,0.9440608520921882,0.012150934077692119,100.19999694824219,-1.0,16.515324925745755,-0.0029066311616624436,-0.5882069248562509,0.002181180795319635,-0.012342498481125945,2,0,0.5687580704689026,0.5388480722904205,1,LOW,MID,HIGH,LOW,LOW,MID,LOW,MID,MID
2016-01-05,2016-01-06,-0.012694424235767466,DOWN,1.0887459296871203,0.01118998896858016,101.83999633789062,-1.0,18.086158036808204,0.0045162123386101455,0.20521561209819836,0.0064974455872007335,-0.02308429305424911,2,0,0.6464758515357971,0.5388480722904205,1,LOW,MID,HIGH,LOW,LOW,MID,MID,HIGH,LOW
2016-01-06,2016-01-07,-0.02428405608086669,DOWN,1.1365453520774733,0.011412198294166422,103.05999755859375,-1.0,19.152717260827682,0.0007018195346421285,-1.1474072695727566,-0.008344855806109525,-0.1086813956016853,2,0,0.45754513144493103,0.5388480722904205,0,LOW,MID,HIGH,LOW,MID,MID,LOW,LOW,LOW
2016-01-07,2016-01-08,-0.011037264550851656,DOWN,1.269570929615297,0.01239963816863898,116.55000305175781,-1.0,20.855445417268044,0.0023898479526603886,-1.3740562593175303,-0.016376987077928448,-0.09539209492720155,2,0,0.5011175870895386,0.5388480722904205,0,MID,MID,HIGH,LOW,MID,MID,LOW,LOW,LOW
2016-01-11,2016-01-12,0.008035935275933019,UP,1.2296841050647285,0.012448368335590756,109.62999725341797,-1.0,24.736013138910845,-0.0027194211623665088,0.3918828867371223,-0.011581758425203287,-0.15728394313472854,2,1,0.646541953086853,0.5388480722904205,1,MID,MID,HIGH,LOW,MID,MID,HIGH,LOW,LOW
2016-01-12,2016-01-13,-0.025256914003050034,DOWN,1.1704695114122765,0.01209324031394081,104.5199966430664,-1.0,26.119283341966465,-0.00595867282539559,0.9213217320090897,-0.014191906258711076,-0.16692774110614805,2,0,0.47741931676864624,0.5388480722904205,0,MID,MID,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW
2016-01-13,2016-01-14,0.016283534966571953,UP,1.2204973460633854,0.013016911753926438,117.13999938964844,-1.0,27.812361948304737,-0.002536517566233326,-1.553121270842447,-0.024437754397536364,-0.10840710230727987,2,1,0.6364750266075134,0.5388480722904205,1,MID,HIGH,HIGH,LOW,HIGH,MID,LOW,LOW,LOW
2016-01-14,2016-01-15,-0.02169988356339567,DOWN,1.1252285842977032,0.013408015555323578,110.06999969482422,-1.0,29.484673268847665,-0.005191290662094616,1.5815198031434754,-0.007733865709977044,-0.06423798452081365,2,0,0.5286595225334167,0.5388480722904205,0,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW
2016-01-19,2016-01-20,-0.012897900120246417,DOWN,1.2463986484813772,0.013165897665142126,113.76000213623047,-1.0,32.44534201600973,-0.005181314704593862,-0.08448812082853155,-0.01679912900843019,-0.09862674819982527,2,0,0.5237037539482117,0.5388480722904205,0,MID,HIGH,HIGH,LOW,HIGH,LOW,MID,LOW,LOW
2016-01-21,2016-01-22,0.02030769803135791,UP,1.35620787434385,0.012397155550793564,108.37999725341797,-1.0,35.2189144428865,-0.0031469104656894203,0.5936215328171112,6.0656248372382635e-05,-0.03166399679164886,2,1,0.6261425614356995,0.5388480722904205,1,MID,MID,HIGH,LOW,HIGH,MID,HIGH,MID,LOW
2016-01-22,2016-01-25,-0.015231968150443788,DOWN,1.0627608164817137,0.013241810470976943,98.91999816894531,-1.0,35.48173472083582,-0.0058709629191068535,0.9613288584190429,0.005237785126230318,0.03123768338005359,2,0,0.38614171743392944,0.5388480722904205,0,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH
2016-01-25,2016-01-26,0.013550903858818436,UP,1.1735886178555184,0.012962864130462241,102.87999725341797,-1.0,35.95865690387629,-0.014710341571694804,-0.9608659916979236,0.008123358033660343,0.03079226118309128,2,1,0.580568790435791,0.5388480722904205,1,MID,HIGH,HIGH,LOW,HIGH,LOW,LOW,HIGH,HIGH
2016-01-26,2016-01-27,-0.010942894888797574,DOWN,1.0436898237147758,0.013580344864720519,98.4000015258789,-1.0,36.252886944726626,-0.009882357695943964,0.806985251999673,0.01322793592792365,0.09989944691246531,2,0,0.5910163521766663,0.5388480722904205,1,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH
2016-01-28,2016-01-29,0.024084964269730853,UP,1.0537847880924824,0.013402425886602665,96.55999755859375,-1.0,35.98913848461453,-0.008540744272323458,0.6892730324266153,0.01695194678619184,0.11774542192287497,2,1,0.4194583296775818,0.5388480722904205,0,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH
2016-02-01,2016-02-02,-0.01818653213249616,DOWN,0.8531345151254746,0.014752909933543298,89.6500015258789,-1.0,32.83893827223239,-0.006173556295523484,0.43909033004871545,0.004592367169754156,0.041322879372895444,2,0,0.6035479307174683,0.5388480722904205,1,LOW,HIGH,MID,LOW,HIGH,LOW,HIGH,HIGH,HIGH
2016-02-04,2016-02-05,-0.019233943619154967,DOWN,0.9246983670361416,0.014878264528306973,95.22000122070312,0.0,30.925464139800564,0.001089023846339937,-0.13179593351110394,-0.011973284236655387,-0.0462047658116155,2,0,0.3418629765510559,0.5388480722904205,0,LOW,HIGH,HIGH,MID,HIGH,MID,MID,LOW,LOW
2016-02-05,2016-02-08,-0.013552441469451462,DOWN,1.0146112032743397,0.01451592004444213,100.55000305175781,0.0,30.913075410324726,0.0018583312570732702,-0.7540883706820528,-0.017621445296001972,-0.08468860903861813,2,0,0.5209360122680664,0.5388480722904205,0,LOW,HIGH,HIGH,MID,HIGH,MID,LOW,LOW,LOW
2016-02-10,2016-02-11,-0.013093407548559899,DOWN,1.1480915426893168,0.01442493327981708,106.19000244140625,0.0,31.92430347894675,0.0012175587604150023,-0.5593842764297876,-0.031118657763068828,-0.1620816098363392,2,0,0.6224306225776672,0.5388480722904205,1,MID,HIGH,HIGH,MID,HIGH,MID,LOW,LOW,LOW
2016-02-11,2016-02-12,0.02040723728401265,UP,1.299865308582224,0.013637207857314015,107.20999908447266,0.0,32.49106197397232,0.00018477650063462858,-1.282452373895054,-0.03753709207125868,-0.1908063927147081,2,1,0.4503082036972046,0.5388480722904205,0,MID,HIGH,HIGH,MID,HIGH,MID,LOW,LOW,LOW
2016-02-12,2016-02-16,0.016737426755310383,UP,1.1470281365981425,0.013949523357995588,103.25,-1.0,32.14257851322849,0.004000856092085003,0.623115837303094,-0.009529459195400965,-0.04807817517039855,2,1,0.5421786904335022,0.5388480722904205,1,MID,HIGH,HIGH,LOW,HIGH,MID,HIGH,LOW,LOW
2016-02-16,2016-02-17,0.016202759074790542,UP,1.1126510005075536,0.013650167738711059,94.19999694824219,-1.0,30.865253646524252,0.004615954410178017,0.8311337795725025,0.01303692693158838,-0.02213608528044417,2,1,0.5383663773536682,0.5388480722904205,0,LOW,HIGH,HIGH,LOW,HIGH,MID,HIGH,HIGH,LOW
2016-02-19,2016-02-22,0.014375338238185034,UP,0.9412923798180505,0.013739285576544162,86.25,-1.0,25.33504005112285,0.004753218208406067,-0.19049375873684982,0.03000594024922948,0.12298379743087304,2,1,0.5096482634544373,0.5388480722904205,0,LOW,HIGH,MID,LOW,HIGH,MID,MID,HIGH,HIGH
2016-02-22,2016-02-23,-0.012710020835624369,DOWN,0.9131970903577632,0.013368693438070267,86.19000244140625,-1.0,23.81859099087684,0.008560001077532652,0.5806031026398267,0.016116833082138137,0.06699809700657021,2,0,0.6262638568878174,0.5388480722904205,1,LOW,HIGH,MID,LOW,MID,HIGH,HIGH,HIGH,HIGH
2016-02-24,2016-02-25,0.01203902175994836,UP,1.0097575660907585,0.012926244021692365,86.73999786376953,0.0,21.454990300949927,0.009978427192217896,0.6738839540674435,-0.0013624269643781588,0.04745362967797442,2,1,0.5871380567550659,0.5388480722904205,1,LOW,HIGH,MID,MID,MID,HIGH,HIGH,MID,HIGH
2016-02-29,2016-03-01,0.023234905755165118,UP,1.0915573282867745,0.011859462058925739,85.05999755859375,0.0,17.800252976904236,0.010724660217443976,-0.6253581793390701,0.01344248711499972,0.06962800831074915,2,1,0.6364122033119202,0.5388480722904205,1,LOW,MID,MID,MID,LOW,HIGH,LOW,HIGH,HIGH
2016-03-07,2016-03-08,-0.010977841492832026,DOWN,0.9916609273707474,0.011021381014911506,82.30000305175781,0.0,15.111826257467525,0.01698726335799841,0.1391204953050852,0.011748422544538086,0.11597073503049828,2,0,0.39127233624458313,0.5388480722904205,0,LOW,MID,MID,MID,LOW,HIGH,MID,HIGH,HIGH
2016-03-10,2016-03-11,0.016008302673559786,UP,1.0553598733544365,0.01077398434047613,94.7699966430664,1.0,14.205880329242634,0.02180706428628429,0.29458454571568127,-0.0028480146725307224,0.09038050311035727,2,1,0.44510361552238464,0.5388480722904205,0,LOW,MID,HIGH,MID,LOW,HIGH,MID,MID,HIGH
2016-03-28,2016-03-29,0.00920757617414379,UP,1.2662424170432824,0.007581721589037727,83.29000091552734,1.0,19.540461231565793,0.00989137365027954,0.08266059637167117,-0.019504814914669603,-0.0012685334269569417,2,1,0.6137874126434326,0.5388480722904205,1,MID,LOW,MID,MID,MID,HIGH,MID,LOW,MID
2016-04-04,2016-04-05,-0.010038080323305401,DOWN,1.5165320031241845,0.005865200233868355,84.43000030517578,1.0,21.61901475734679,-0.0038069339830846018,-0.44562183990164783,-0.005425535522950466,-0.09836125133127908,2,0,0.49010708928108215,0.5388480722904205,0,HIGH,LOW,MID,MID,MID,MID,MID,MID,LOW
2016-04-05,2016-04-06,0.010861974375772835,UP,1.5171366658896293,0.006402644681124906,89.11000061035156,1.0,20.389116202188983,-0.009099585525572369,-1.0872372794452092,-0.011657508757780759,-0.06446884654261431,2,1,0.6207858920097351,0.5388480722904205,1,HIGH,LOW,MID,MID,MID,LOW,LOW,LOW,LOW
2016-04-06,2016-04-07,-0.012038068466954956,DOWN,1.4482490485591675,0.006128687474564613,85.58999633789062,1.0,19.35669646056534,-0.0038608876388981084,0.8277643094803775,-0.007188625356094496,-0.014986469443748639,2,0,0.43595626950263977,0.5388480722904205,0,HIGH,LOW,MID,MID,MID,MID,HIGH,LOW,MID
2016-04-11,2016-04-12,0.009269685759992688,UP,1.7290740602276105,0.0059238858521674445,92.80999755859375,1.0,15.864529575316553,-0.005162780900863491,-0.25707188207125603,0.0029629384381009956,0.12268850045164684,2,1,0.6960051655769348,0.5388480722904205,1,HIGH,LOW,MID,MID,LOW,LOW,MID,HIGH,HIGH
2016-04-12,2016-04-13,0.010050344745569607,UP,1.5000336240112955,0.006236274172485665,89.77999877929688,1.0,14.828707069528484,-0.00351964797167679,0.9908491660534917,0.019670823739341866,0.1612503361843359,2,1,0.4152544438838959,0.5388480722904205,0,HIGH,LOW,MID,MID,LOW,MID,HIGH,HIGH,HIGH
2016-04-27,2016-04-28,-0.009117189551687043,DOWN,1.4164064129525584,0.006124149724685208,83.0999984741211,1.0,18.411907405641717,0.01444024296228177,0.3937650259421886,0.00028635717165439306,0.06141084951403789,2,0,0.517531156539917,0.5388480722904205,0,MID,LOW,MID,MID,LOW,HIGH,HIGH,MID,HIGH
2016-04-29,2016-05-02,0.007917006727903951,UP,1.5381830029495491,0.00642970975362383,91.68000030517578,1.0,17.028768692015067,0.01131778956089025,-0.6288203846263909,-0.0002024226899524518,0.048866357179551734,2,1,0.43996694684028625,0.5388480722904205,0,HIGH,LOW,MID,MID,LOW,HIGH,LOW,MID,HIGH
2016-05-02,2016-05-03,-0.008741260291898584,DOWN,1.3952849308447104,0.006627700737514076,89.48999786376953,1.0,15.91581230093515,0.012541131450875561,0.8172571966682644,0.0011133223938704518,0.04896881836707322,2,0,0.5974040627479553,0.5388480722904205,1,MID,LOW,MID,MID,LOW,HIGH,HIGH,MID,HIGH
2016-05-09,2016-05-10,0.012357147062368385,UP,1.6623280338941286,0.005521315231926486,86.41999816894531,0.0,15.575439079035013,0.006614233619939397,0.04558887253504437,-0.012418721221268591,-0.030380939898434902,2,1,0.4762241244316101,0.5388480722904205,0,HIGH,LOW,MID,MID,LOW,HIGH,MID,LOW,LOW
2016-05-10,2016-05-11,-0.009398777285479427,DOWN,1.476287607184072,0.005816002908580526,85.91999816894531,0.0,14.864935510194547,0.004991102702830244,0.9347948150200422,0.0026122271255030367,0.02287492575261021,2,0,0.45281538367271423,0.5388480722904205,0,HIGH,LOW,MID,MID,LOW,MID,HIGH,MID,HIGH
2016-05-12,2016-05-13,-0.008752380516923645,DOWN,1.5700580909160426,0.005781599239227774,91.25,0.0,13.484805118325616,0.0033273298166402654,0.34313170449704405,0.009379686584558108,0.05230814545859152,2,0,0.580360472202301,0.5388480722904205,1,HIGH,LOW,MID,MID,LOW,MID,MID,HIGH,HIGH
2016-05-13,2016-05-16,0.00981688549310407,UP,1.5584323002965585,0.006079384668125397,94.0,0.0,13.441387294924796,0.0015492825418401725,-0.9611881018973129,0.0015237443796681232,0.03411796207449891,2,1,0.5638455152511597,0.5388480722904205,1,HIGH,LOW,HIGH,MID,LOW,MID,LOW,MID,HIGH
2016-05-16,2016-05-17,-0.009377386467228545,DOWN,1.4686646807408261,0.0062965570606199305,90.61000061035156,0.0,13.076636821713594,0.0017457555937767984,0.7423766366701398,0.011220938797900728,0.09396997879808364,2,0,0.35161077976226807,0.5388480722904205,0,HIGH,LOW,MID,MID,LOW,MID,HIGH,HIGH,HIGH
2016-05-23,2016-05-24,0.012878983047929088,UP,1.4939311899211736,0.006670764454659913,84.12000274658203,0.0,13.394118743291871,-0.0006121671091293031,-0.37794961030277197,0.0049076230095681725,0.007515705500201644,2,1,0.5892301201820374,0.5388480722904205,1,HIGH,LOW,MID,MID,LOW,MID,MID,HIGH,MID
2016-05-24,2016-05-25,0.006760201618305196,UP,1.2389348813783159,0.007331899644268165,79.4800033569336,0.0,13.277245328983478,-0.0062130099792221515,0.8215892260866248,0.014295216674376526,0.006396339926382338,2,1,0.45761069655418396,0.5388480722904205,0,MID,LOW,LOW,MID,LOW,LOW,HIGH,HIGH,MID
2016-06-09,2016-06-10,-0.009522727241363724,DOWN,1.6752409378070166,0.0055050787916935085,89.9800033569336,1.0,21.626072177587922,0.007702705137198288,-0.3346698206345887,-0.001323393890233818,0.027877132815630062,2,0,0.5470453500747681,0.5388480722904205,1,HIGH,LOW,MID,MID,MID,HIGH,MID,MID,HIGH
2016-06-10,2016-06-13,-0.007741653686631843,DOWN,1.7830877169572095,0.00601646904754155,103.77999877929688,1.0,20.650677767168467,0.0043381328199355584,-0.8074420445102787,-0.0011489859245703178,0.009212896963281389,2,0,0.4873396158218384,0.5388480722904205,0,HIGH,LOW,HIGH,MID,MID,MID,LOW,MID,MID
2016-06-16,2016-06-17,-0.00891804144940485,DOWN,2.374859262195002,0.005137969139149765,115.47000122070312,1.0,18.492957566738404,0.002373620626997079,0.9254309136931997,-0.016511323021354714,-0.08996457193035781,2,0,0.5595383048057556,0.5388480722904205,1,HIGH,LOW,HIGH,MID,LOW,MID,HIGH,LOW,LOW
2016-06-17,2016-06-20,0.006419414364319795,UP,2.2193627309864765,0.0055093069893502105,115.72000122070312,1.0,18.754822318699155,0.010137921442650194,-1.0451965251136777,-0.006895893485380286,-0.02246359601178945,2,1,0.5701310038566589,0.5388480722904205,1,HIGH,LOW,HIGH,MID,LOW,HIGH,LOW,LOW,LOW
2016-06-22,2016-06-23,0.01293847956182914,UP,2.8113126204797125,0.0047436369901570465,122.94000244140625,0.0,15.366650266854442,0.0086526989424451,-0.2826123811207919,0.013673602675805885,0.023060580339074092,2,1,0.5941747426986694,0.5388480722904205,1,HIGH,LOW,HIGH,MID,LOW,HIGH,MID,HIGH,HIGH
2016-06-23,2016-06-24,-0.0365696685376438,DOWN,2.025863660308747,0.005363874584412656,104.70999908447266,0.0,15.341422006528848,0.009171424240765703,0.8963379230838898,0.022905480576257936,0.0810243960820139,2,0,0.5713080167770386,0.5388480722904205,1,HIGH,LOW,HIGH,MID,LOW,HIGH,HIGH,HIGH,HIGH
2016-06-24,2016-06-27,-0.018072179297399276,DOWN,1.6477026532555348,0.009848424301546725,125.12999725341797,0.0,16.119721658717058,0.004542439321982197,-2.0403768332056944,-0.0019468662462981492,-0.0071115161954763435,2,0,0.3981856107711792,0.5388480722904205,0,HIGH,MID,HIGH,MID,LOW,MID,LOW,MID,MID
2016-06-27,2016-06-28,0.01787530622973483,UP,1.4429174437859895,0.010412299128492942,115.5999984741211,0.0,17.862210901027943,-0.004494108198479979,-1.5979210563156654,-0.027786349847800332,-0.06355319168530135,2,1,0.4170691668987274,0.5388480722904205,0,MID,MID,HIGH,MID,LOW,LOW,LOW,LOW,LOW
2016-06-28,2016-06-29,0.01688424782083095,UP,1.0382490214725888,0.011376259006520227,108.0,0.0,18.706936722058064,-0.0052659944371411666,1.3337263221920248,-0.025534290429556922,-0.020683261242618645,2,1,0.3513788878917694,0.5388480722904205,0,LOW,MID,HIGH,MID,LOW,LOW,HIGH,LOW,LOW
2016-06-29,2016-06-30,0.013553300509066859,UP,0.8671150831502341,0.01208860800293691,98.5999984741211,0.0,18.02312226576436,-0.003198606875033941,1.1063118793675273,-0.011776597838428061,0.015150274304385375,2,1,0.4499155879020691,0.5388480722904205,0,LOW,MID,HIGH,MID,LOW,MID,HIGH,LOW,MID
2016-07-01,2016-07-05,-0.007219186088535558,DOWN,0.7452723056509778,0.012484330441002315,91.69999694824219,0.0,16.178971775773697,-0.0011361027048052928,0.555977014201158,-0.0008479711758698702,0.027943498236545787,2,0,0.5340482592582703,0.5388480722904205,0,LOW,MID,MID,MID,LOW,MID,HIGH,MID,HIGH
2016-07-05,2016-07-06,0.005979877546764581,UP,0.7839375946301587,0.01251946264809826,91.8499984741211,0.0,15.07049339256459,-0.007730392098951934,-0.4237875719509366,0.00876529296598067,0.005810769436851608,2,1,0.4397352635860443,0.5388480722904205,0,LOW,MID,MID,MID,LOW,LOW,MID,HIGH,MID
2016-07-07,2016-07-08,0.014780671622370336,UP,0.7397193432733933,0.012569532302702767,89.5,0.0,13.62080038650531,-0.008882201124717005,-0.1214326917177481,-0.0073480566607971,-0.09985138435744523,2,1,0.35280659794807434,0.5388480722904205,0,LOW,MID,MID,MID,LOW,LOW,MID,LOW,LOW
2016-07-11,2016-07-12,0.007237118478405407,UP,0.6638138517550823,0.012849081452066768,84.77999877929688,1.0,14.248987311113769,0.00039295317912312056,0.3456365272292407,0.0054202684164999255,-0.09030138396743385,2,1,0.5392723679542542,0.5388480722904205,1,LOW,HIGH,MID,MID,LOW,MID,MID,HIGH,LOW
2016-08-01,2016-08-02,-0.006427913514755386,DOWN,1.660003874909927,0.00472074990978531,90.68000030517578,1.0,22.900172240789765,0.0008956029531181631,0.010567877286542713,-0.011772999573316772,-0.07384047090624389,2,0,0.4864678680896759,0.5388480722904205,0,HIGH,LOW,MID,MID,MID,MID,MID,LOW,LOW
2016-08-04,2016-08-05,0.008145603052374027,UP,1.7312458521398488,0.004519210619151083,88.13999938964844,1.0,19.372698423623067,0.0037387432455610256,-0.12006898553950666,0.004940223249466725,0.019020699072044796,2,1,0.49731770157814026,0.5388480722904205,0,HIGH,LOW,MID,MID,MID,MID,MID,HIGH,HIGH
2016-09-08,2016-09-09,-0.024225904232664935,DOWN,2.6265979416767573,0.0030002914726239486,85.56999969482422,0.0,15.125957087664835,0.008042331038738257,-0.4661051991429187,0.008171740005750737,0.06327929994122537,2,0,0.33493131399154663,0.5388480722904205,0,HIGH,LOW,MID,MID,LOW,HIGH,MID,HIGH,HIGH
2016-09-09,2016-09-12,0.014245376567656747,UP,1.8079997485281625,0.006097325956531096,110.0199966430664,0.0,17.488532456802336,0.0021258483634642895,-2.0007138365191204,0.005788093668948894,0.0611151786872648,2,1,0.4026084542274475,0.5388480722904205,0,HIGH,LOW,HIGH,MID,LOW,MID,LOW,HIGH,HIGH
2016-09-12,2016-09-13,-0.014479851973302187,DOWN,1.3615634131160825,0.0070139239665592745,99.52999877929688,0.0,19.9709569137071,0.001981670012116585,1.8866829487304686,0.0028020504944887836,0.04078604095196862,2,0,0.6500372886657715,0.5388480722904205,1,MID,LOW,HIGH,MID,MID,MID,HIGH,MID,HIGH
2016-09-14,2016-09-15,0.009943386171964634,UP,1.5091497126094806,0.00757189655915686,113.1500015258789,0.0,24.416523160511034,-0.0029107000351002894,-0.4013932827287794,0.0012181515269684487,-0.04311395442449129,2,1,0.5981886982917786,0.5388480722904205,1,HIGH,LOW,HIGH,MID,MID,MID,MID,MID,LOW
2016-09-15,2016-09-16,-0.008911775715804298,DOWN,1.2923439221446371,0.00794528004003577,109.2699966430664,0.0,25.35518389888772,-0.001716357884879666,1.2362161482489378,0.0011811830900071117,-0.08111073753013369,2,0,0.45508068799972534,0.5388480722904205,0,MID,LOW,HIGH,MID,HIGH,MID,HIGH,MID,LOW
2016-09-20,2016-09-21,0.011182714263452255,UP,1.2345042254325072,0.008123631488631506,101.9800033569336,-1.0,25.85787915891176,-0.00496364001009068,0.04707202134998792,0.001802037100516846,-0.03305718471998179,2,1,0.615693986415863,0.5388480722904205,1,MID,LOW,HIGH,LOW,HIGH,LOW,MID,MID,LOW
2016-09-21,2016-09-22,0.006281708192279977,UP,0.9787006054965057,0.00856054707449494,92.58999633789062,-1.0,24.457614392301867,-0.0050600466243007,1.2016930945202962,0.005854810431444131,0.039591276912383865,2,1,0.4196859896183014,0.5388480722904205,0,LOW,MID,MID,LOW,MID,LOW,HIGH,HIGH,HIGH
