candidate_name,groups,group_count,feature_count,training_rows,training_start,training_end,stage2_roc_auc,matched_base_roc_auc,delta_roc_auc_vs_matched_base,stage2_roc_auc_fold_mean,stage2_roc_auc_fold_std,stage2_average_precision,stage2_brier_score,stage2_balanced_accuracy,stage2_macro_f1,stage2_down_f1,stage2_up_f1
breadth+futures_core+interaction_consensus,breadth|futures_core|interaction_consensus,3,58,3362,2007-06-08,2020-10-26,0.5049076817188856,0.4828885746775593,0.022019107041326258,0.49730622742217445,0.007593881360667023,0.5786976412689747,0.26292863428373664,0.5121644671873598,0.5115032548247568,0.456968773800457,0.5660377358490566
breadth+futures_core+technical_dynamics,breadth|futures_core|technical_dynamics,3,67,3362,2007-06-08,2020-10-26,0.50481416644223,0.4828885746775593,0.021925591764670682,0.5017724702154921,0.005859738496862701,0.5824130589639285,0.25848857133066355,0.5096414250231918,0.5087565358266812,0.41569282136894825,0.6018202502844141
breadth+interaction_consensus,breadth|interaction_consensus,2,48,3364,2007-06-08,2020-10-26,0.5133086579892949,0.4915145890176082,0.02179406897168673,0.5139050590607455,0.023080074076923474,0.5873829423526638,0.256918053793942,0.5164760104963397,0.5160668332870499,0.45692307692307693,0.5752105896510229
calendar+equity_rotation+futures_core+technical_dynamics+volatility_options_short,calendar|equity_rotation|futures_core|technical_dynamics|volatility_options_short,5,77,2457,2011-01-11,2020-10-26,0.5030695287245506,0.48160409459536097,0.02146543412918961,0.5082857101814875,0.03546657224295755,0.5795807750507427,0.26236400354881373,0.512728265184597,0.5109325108853411,0.4080188679245283,0.6138461538461538
futures_core+technical_dynamics+trend_direction+volatility_options_short,futures_core|technical_dynamics|trend_direction|volatility_options_short,4,76,2457,2011-01-11,2020-10-26,0.5030482617818862,0.48160409459536097,0.021444167186525254,0.5004505013754038,0.016764224521756826,0.574257379322481,0.2678708834144085,0.5244888844779675,0.5242722215947595,0.4613733905579399,0.587171052631579
calendar+equity_rotation,calendar|equity_rotation,2,40,3368,2007-06-08,2020-10-26,0.4958644776774832,0.4744509384704987,0.021413539206984522,0.500741955709525,0.02435593637274929,0.5614357468692264,0.2641181640964721,0.5096321850629958,0.5091533180778032,0.42105263157894735,0.597254004576659
calendar+trend_direction,calendar|trend_direction,2,48,3157,2008-04-10,2020-10-26,0.505400242152053,0.48444654849534763,0.020953693656705408,0.5065148340054845,0.018130663523373017,0.5775882110070588,0.26075256693319276,0.5045005509168681,0.49871225228059135,0.3768939393939394,0.6205305651672434
breadth+calendar+interaction_consensus+macro_cross_asset+rates_credit,breadth|calendar|interaction_consensus|macro_cross_asset|rates_credit,5,81,3356,2007-06-08,2020-10-26,0.5079258079780082,0.4869818463133069,0.02094396166470136,0.5087465763448668,0.01243405659381832,0.5741250982069888,0.2621908717974558,0.5141015915458048,0.5140202709081503,0.43527508090614886,0.5927654609101517
equity_rotation+interaction_consensus+trend_direction,equity_rotation|interaction_consensus|trend_direction,3,61,3153,2008-04-10,2020-10-26,0.5081316762940287,0.48753548625346993,0.020596190040558737,0.5086333997790847,0.017314474246218618,0.5720242667851139,0.256229560420847,0.5244265022776248,0.5142018968732072,0.3755020080321285,0.6529017857142857
equity_rotation+interaction_consensus+rates_credit,equity_rotation|interaction_consensus|rates_credit,3,59,3364,2007-06-08,2020-10-26,0.5121009825408895,0.4915145890176082,0.020586393523281343,0.5143328334038723,0.01594999007550201,0.5740553646603088,0.25597434122932344,0.5201912898271981,0.5167139740099249,0.4028268551236749,0.6306010928961748
futures_core+interaction_consensus+technical_dynamics+volatility_options_short,futures_core|interaction_consensus|technical_dynamics|volatility_options_short,4,70,2457,2011-01-11,2020-10-26,0.501779334202915,0.48160409459536097,0.02017523960755402,0.501138058079526,0.013984252735125751,0.5777537901257876,0.261899531846293,0.5074115295185164,0.5068534428640612,0.4168564920273349,0.5968503937007874
breadth+calendar+interaction_consensus+rates_credit+trend_direction,breadth|calendar|interaction_consensus|rates_credit|trend_direction,5,91,3153,2008-04-10,2020-10-26,0.5076155126071932,0.48753548625346993,0.020080026353723246,0.5094837939850536,0.0026682083956354376,0.5714158353731502,0.2600509493970739,0.5206790699821441,0.5186215532376329,0.41847826086956524,0.6187648456057007
equity_rotation+futures_core+interaction_consensus+technical_dynamics,equity_rotation|futures_core|interaction_consensus|technical_dynamics,4,74,3362,2007-06-08,2020-10-26,0.5026988508842805,0.4828885746775593,0.019810276206721156,0.5120494689977245,0.012534289079994631,0.5820863417212748,0.2625280444820157,0.5128583505401443,0.5090452240527842,0.4794816414686825,0.5386088066368858
calendar+equity_rotation+rates_credit,calendar|equity_rotation|rates_credit,3,56,3368,2007-06-08,2020-10-26,0.49390324459404894,0.4744509384704987,0.019452306123550256,0.49286560763118104,0.023950910336673733,0.566118714812432,0.2644585941328634,0.5057608895885318,0.5041032573147866,0.45959970348406226,0.5486068111455108
equity_rotation,equity_rotation,1,31,3368,2007-06-08,2020-10-26,0.49326500650332983,0.4744509384704987,0.018814068032831144,0.4899724782953889,0.0199897044867723,0.5740613119825222,0.26678354151082107,0.5027827552905844,0.49614074873485103,0.4805013927576602,0.5117801047120419
breadth+calendar+trend_direction,breadth|calendar|trend_direction,3,63,3157,2008-04-10,2020-10-26,0.5031253534875342,0.48444654849534763,0.01867880499218655,0.5038133867463861,0.0035421856552465595,0.5729019910001811,0.26010578331610296,0.5218795691536828,0.5172950728506284,0.4954954954954955,0.5390946502057613
interaction_consensus,interaction_consensus,1,33,3364,2007-06-08,2020-10-26,0.5101329188471918,0.4915145890176082,0.018618329829583613,0.5081976259384332,0.010195147644383376,0.5735433235655881,0.2590780993713928,0.5133645688896841,0.5125917104592043,0.45861807137433563,0.5665653495440729
futures_core+trend_direction,futures_core|trend_direction,2,49,3151,2008-04-10,2020-10-26,0.5010678405189664,0.48245329514100976,0.018614545377956593,0.5087372573825314,0.0013588506431907307,0.5576679093639384,0.2606145608836817,0.506052149371301,0.5059190031152648,0.42990654205607476,0.5819314641744548
interaction_consensus+technical_dynamics,interaction_consensus|technical_dynamics,2,54,3364,2007-06-08,2020-10-26,0.5099856868095004,0.4915145890176082,0.01847109779189221,0.5073350748896079,0.020282959891894672,0.5830644134234904,0.25893058587714146,0.5213998971239433,0.5181722704478138,0.48401162790697677,0.5523329129886507
equity_rotation+futures_core+interaction_consensus+trend_direction+volatility_options_core,equity_rotation|futures_core|interaction_consensus|trend_direction|volatility_options_core,5,85,3084,2008-04-10,2020-10-26,0.4985826602612549,0.48165673214469573,0.016925928116559186,0.5064695838471313,0.025909165444484943,0.5772927120680362,0.26089381468541084,0.5138831384765021,0.5128884360672441,0.46153846153846156,0.5642384105960265
interaction_consensus+trend_direction,interaction_consensus|trend_direction,2,51,3153,2008-04-10,2020-10-26,0.5040611171376835,0.48753548625346993,0.016525630884213605,0.5099036857909057,0.03582553445254512,0.5710352134148664,0.2578498737258555,0.5151712257628627,0.5151151024538325,0.4406779661016949,0.5895522388059702
equity_rotation+rates_credit+technical_dynamics+volatility_options_core,equity_rotation|rates_credit|technical_dynamics|volatility_options_core,4,82,3301,2007-06-08,2020-10-26,0.5091652195267414,0.49279353552363075,0.016371684003110676,0.5067562790537267,0.03139334190845982,0.5911746880132451,0.25643264126789195,0.5164204092531198,0.513733759491908,0.40071877807726863,0.6267487409065473
equity_rotation+interaction_consensus+macro_cross_asset,equity_rotation|interaction_consensus|macro_cross_asset,3,51,3356,2007-06-08,2020-10-26,0.503345137861365,0.4869818463133069,0.016363291548058156,0.5032124069388719,0.010945922389622036,0.5745332229418945,0.25837753340487796,0.5058302851863814,0.5058010533226429,0.4374508261211644,0.5741512805241215
interaction_consensus+rates_credit,interaction_consensus|rates_credit,2,49,3364,2007-06-08,2020-10-26,0.5076486111732343,0.4915145890176082,0.01613402215562615,0.5105124313296916,0.02559852132719879,0.5879004637526144,0.25887496424013023,0.5041942493775253,0.5032592390047104,0.408673894912427,0.5978445830969937
breadth+equity_rotation+futures_core,breadth|equity_rotation|futures_core,3,56,3362,2007-06-08,2020-10-26,0.4987300625430171,0.4828885746775593,0.015841487865457804,0.49843423615717936,0.01323956706782129,0.5727411566188351,0.26208684479055444,0.5160416105575006,0.5110503004666789,0.48756218905472637,0.5345384118786314
futures_core+interaction_consensus+macro_cross_asset+technical_dynamics,futures_core|interaction_consensus|macro_cross_asset|technical_dynamics,4,72,3356,2007-06-08,2020-10-26,0.5026100149465604,0.4869818463133069,0.01562816863325356,0.5077846608662596,0.004380486910136277,0.5818312925983541,0.25798564514797295,0.5070949219248766,0.5047257185168484,0.3986194995685936,0.6108319374651033
equity_rotation+technical_dynamics+volatility_options_core+volatility_options_short,equity_rotation|technical_dynamics|volatility_options_core|volatility_options_short,4,72,2399,2011-01-11,2020-10-26,0.49869603013619246,0.4833344478374904,0.015361582298702048,0.4986796768374739,0.016617832273373233,0.5791962032590323,0.265135871183252,0.519749013663821,0.519749013663821,0.4434389140271493,0.5960591133004927
futures_core+interaction_consensus+rates_credit+technical_dynamics,futures_core|interaction_consensus|rates_credit|technical_dynamics,4,80,3362,2007-06-08,2020-10-26,0.4980717149953616,0.4828885746775593,0.015183140317802324,0.4996357437425793,0.006516765365914536,0.5712576894639594,0.2590518425352669,0.5012231798186552,0.5011924582639607,0.4249201277955272,0.5774647887323944
breadth+equity_rotation+futures_core+trend_direction+volatility_options_core,breadth|equity_rotation|futures_core|trend_direction|volatility_options_core,5,88,3084,2008-04-10,2020-10-26,0.49674471893079575,0.48165673214469573,0.015087986786100016,0.4971955229422334,0.01349197899360768,0.5797409821754543,0.2595967605860607,0.4996527846235068,0.49747337441527284,0.4570063694267516,0.537940379403794
futures_core+technical_dynamics+trend_direction,futures_core|technical_dynamics|trend_direction,3,70,3151,2008-04-10,2020-10-26,0.49743465532129993,0.48245329514100976,0.01498136018029017,0.5005855804411838,0.023287382755517616,0.5646142778541972,0.2575199765108588,0.5088860338254808,0.5046655581955515,0.391425908667288,0.6179052077238151
breadth+equity_rotation+rates_credit,breadth|equity_rotation|rates_credit,3,62,3368,2007-06-08,2020-10-26,0.48940394516734675,0.4744509384704987,0.01495300669684807,0.49035548942090906,0.019892975088646514,0.5632534657018125,0.2628048914614734,0.5062437548495861,0.5051888648435963,0.4096989966555184,0.6006787330316742
breadth+calendar+futures_smallcap+rates_credit+technical_dynamics,breadth|calendar|futures_smallcap|rates_credit|technical_dynamics,5,90,824,2017-07-18,2020-10-26,0.5465811965811965,0.531898656898657,0.01468253968253952,0.5338339715296663,0.021715338657628935,0.5904910401584421,0.2609515746248219,0.568040293040293,0.567980616904296,0.48299319727891155,0.6529680365296804
equity_rotation+futures_core+macro_cross_asset+trend_direction+volatility_options_core,equity_rotation|futures_core|macro_cross_asset|trend_direction|volatility_options_core,5,81,3078,2008-04-10,2020-10-26,0.4964292008106441,0.48179795576702794,0.014631245043616181,0.4931361635500339,0.011411552608240323,0.5788983232139848,0.26190754759605905,0.5063309542690986,0.5056714638833386,0.4508670520231214,0.5604758757435558
equity_rotation+futures_core+volatility_options_core,equity_rotation|futures_core|volatility_options_core,3,55,3295,2007-06-08,2020-10-26,0.5050097177160232,0.4904351028980737,0.014574614817949527,0.5052917244617733,0.021483521397785033,0.5882831267579918,0.2568269379762917,0.5169100014106361,0.51675532161426,0.4489139179404666,0.5845967252880534
breadth+futures_core,breadth|futures_core,2,46,3362,2007-06-08,2020-10-26,0.4973460364485142,0.4828885746775593,0.014457461770954916,0.49720823662812075,0.01631184924525116,0.5681438137875418,0.2611955247622811,0.5138944998054882,0.5100504996655972,0.39469026548672564,0.6254107338444688
calendar+futures_core+rates_credit,calendar|futures_core|rates_credit,3,56,3362,2007-06-08,2020-10-26,0.49734042553191493,0.4828885746775593,0.01445185085435563,0.49983995825434163,0.00837106112884113,0.5770271970700065,0.2624230422205427,0.49909664242750695,0.49898771663515895,0.43390357698289267,0.5640718562874252
calendar+futures_core+interaction_consensus,calendar|futures_core|interaction_consensus,3,52,3362,2007-06-08,2020-10-26,0.4972469102552593,0.4828885746775593,0.014358335577699999,0.49783169396460664,0.016941789961106297,0.5675844120014607,0.2673905897825973,0.5009669479606189,0.5002367890645127,0.40894039735099336,0.5915331807780321
equity_rotation+futures_core+volatility_options_short,equity_rotation|futures_core|volatility_options_short,3,47,2457,2011-01-11,2020-10-26,0.49567572165825435,0.48160409459536097,0.014071627062893388,0.4943347282386616,0.020208221803904695,0.5616163667200251,0.26033446056016607,0.510154965122214,0.5097979552093476,0.4230769230769231,0.5965189873417721
calendar+futures_core+technical_dynamics+volatility_options_short,calendar|futures_core|technical_dynamics|volatility_options_short,4,67,2457,2011-01-11,2020-10-26,0.4955941983780412,0.48160409459536097,0.01399010378268023,0.49643349730107517,0.013755782101884769,0.5718175981045028,0.27087404028103457,0.4936128282198151,0.4933758978451716,0.40893854748603353,0.5778132482043097
futures_core+technical_dynamics+volatility_options_core+volatility_options_short,futures_core|technical_dynamics|volatility_options_core|volatility_options_short,4,72,2393,2011-01-11,2020-10-26,0.49984566810833725,0.48591860945106197,0.013927058657275282,0.49994564779243583,0.021563134785042425,0.5820801911189293,0.2671555113950478,0.5038471407692794,0.5035552682611506,0.43736263736263736,0.5697478991596638
breadth+calendar+macro_cross_asset+rates_credit+technical_dynamics,breadth|calendar|macro_cross_asset|rates_credit|technical_dynamics,5,90,3356,2007-06-08,2020-10-26,0.5008712567879166,0.4869818463133069,0.013889410474609676,0.5026063213541163,0.012701218108718817,0.5825593418315644,0.2662185274970627,0.5085323078540795,0.5079445487792824,0.41887417218543044,0.5970149253731343
breadth+futures_core+technical_dynamics+trend_direction+volatility_options_short,breadth|futures_core|technical_dynamics|trend_direction|volatility_options_short,5,91,2457,2011-01-11,2020-10-26,0.49544532977939093,0.48160409459536097,0.013841235184029965,0.4964175968124624,0.0191681589500689,0.5809574796318646,0.26534574811761874,0.519055180627233,0.5182433625289584,0.42494226327944573,0.6115444617784711
technical_dynamics+trend_direction,technical_dynamics|trend_direction,2,60,3157,2008-04-10,2020-10-26,0.49794505913453685,0.48444654849534763,0.01349851063918922,0.4977906237523418,0.013628883971753977,0.5684371445813081,0.25645893294118477,0.49998847892481135,0.499812382739212,0.44065040650406506,0.558974358974359
equity_rotation+interaction_consensus+macro_cross_asset+technical_dynamics,equity_rotation|interaction_consensus|macro_cross_asset|technical_dynamics,4,72,3356,2007-06-08,2020-10-26,0.5000394318804876,0.4869818463133069,0.01305758556718073,0.5035112251027615,0.026231136307770343,0.5705872488226846,0.25979482311798086,0.5072648545526923,0.5034758029612452,0.3883495145631068,0.6186020913593836
futures_core+macro_cross_asset+technical_dynamics,futures_core|macro_cross_asset|technical_dynamics,3,60,3356,2007-06-08,2020-10-26,0.4999774674968642,0.4869818463133069,0.012995621183557349,0.4979907015941618,0.012545759624823653,0.5741486821337636,0.2583194402236108,0.5135467286560864,0.513496900323086,0.44654088050314467,0.5804529201430274
breadth+equity_rotation+interaction_consensus,breadth|equity_rotation|interaction_consensus,3,58,3364,2007-06-08,2020-10-26,0.5044635535477331,0.4915145890176082,0.012948964530124896,0.5017852103425486,0.019399336520755303,0.5834713399047531,0.26645966467826215,0.522595458543931,0.5190767811644524,0.4866039102099928,0.551549652118912
breadth+calendar+macro_cross_asset,breadth|calendar|macro_cross_asset,3,53,3356,2007-06-08,2020-10-26,0.4998479056038335,0.4869818463133069,0.012866059290526644,0.498809017743,0.029598778830327237,0.5646123357412067,0.2649078469720044,0.5170786985226189,0.5170712174210037,0.44176706827309237,0.592375366568915
breadth+futures_core+rates_credit+technical_dynamics+volatility_options_short,breadth|futures_core|rates_credit|technical_dynamics|volatility_options_short,5,89,2457,2011-01-11,2020-10-26,0.49407006748709803,0.48160409459536097,0.012465972891737065,0.49374333659724606,0.0203581538790359,0.5759065045295676,0.26877589197792473,0.4980328078035502,0.49569450562425355,0.3881656804733728,0.6032233307751343
calendar+futures_core,calendar|futures_core,2,40,3362,2007-06-08,2020-10-26,0.49524942394589583,0.4828885746775593,0.012360849268336527,0.49820854920762336,0.005411497705383865,0.5652131050577478,0.26511199378825884,0.5118670886075949,0.5082434904090956,0.47763347763347763,0.5388535031847134
futures_core+rates_credit+volatility_options_short,futures_core|rates_credit|volatility_options_short,3,53,2457,2011-01-11,2020-10-26,0.4939495548120002,0.48160409459536097,0.012345460216639237,0.49628401540568357,0.018669224233377975,0.5638823274525002,0.26713271629444674,0.508308285600862,0.5082084632516704,0.42761692650334077,0.5888
breadth+calendar+futures_core+rates_credit+volatility_options_core,breadth|calendar|futures_core|rates_credit|volatility_options_core,5,85,3295,2007-06-08,2020-10-26,0.5022550586981396,0.4904351028980737,0.011819955800065896,0.5023147526789775,0.005867740313207151,0.5767481876307211,0.2597058315164805,0.5151173179103776,0.5151266766020864,0.43934426229508194,0.5909090909090909
equity_rotation+futures_core+rates_credit,equity_rotation|futures_core|rates_credit,3,57,3362,2007-06-08,2020-10-26,0.4945312266211808,0.4828885746775593,0.011642651943621518,0.4990491982835694,0.029946239665181222,0.561474881751241,0.26334369860547036,0.5088409342550199,0.5076943574711879,0.4117647058823529,0.6036240090600227
breadth+futures_core+interaction_consensus+technical_dynamics,breadth|futures_core|interaction_consensus|technical_dynamics,4,79,3362,2007-06-08,2020-10-26,0.49449007989945243,0.4828885746775593,0.011601505221893127,0.49426267469487684,0.01648763153522139,0.5731263029366356,0.2568400562941752,0.4979277014693121,0.4947373489335067,0.3826086956521739,0.6068660022148394
equity_rotation+futures_core+macro_cross_asset+trend_direction,equity_rotation|futures_core|macro_cross_asset|trend_direction,4,67,3145,2008-04-10,2020-10-26,0.49968776371308016,0.48811603375527424,0.01157172995780592,0.5062433850469642,0.033394605792363946,0.5702316375199656,0.2632874967734811,0.5192721518987342,0.514878331948075,0.4007525870178739,0.6290040768782761
equity_rotation+interaction_consensus+volatility_options_core,equity_rotation|interaction_consensus|volatility_options_core,3,57,3297,2007-06-08,2020-10-26,0.5075542577477562,0.4963587109484942,0.01119554679926199,0.5087630875402867,0.019952677913532373,0.5874388064637408,0.2657239084336069,0.5126418988648092,0.5122990004345936,0.42203389830508475,0.6025641025641025
breadth+calendar+rates_credit+technical_dynamics+trend_direction,breadth|calendar|rates_credit|technical_dynamics|trend_direction,5,100,3157,2008-04-10,2020-10-26,0.49523446435379337,0.48444654849534763,0.01078791585844574,0.49582808148370733,0.017664190856770273,0.5669739790307562,0.2657863955578659,0.5107983895631627,0.5107873936380207,0.4395973154362416,0.5819774718397998
breadth+futures_core+technical_dynamics+volatility_options_core,breadth|futures_core|technical_dynamics|volatility_options_core,4,81,3295,2007-06-08,2020-10-26,0.5011598564285826,0.4904351028980737,0.010724753530508946,0.5082168875108398,0.009550489822104975,0.5916669057720088,0.25889432628379494,0.5007876052099497,0.5007871895008753,0.42448979591836733,0.5770845830833833
breadth+calendar+interaction_consensus+rates_credit+volatility_options_short,breadth|calendar|interaction_consensus|rates_credit|volatility_options_short,5,79,2459,2011-01-11,2020-10-26,0.5008990350003014,0.490334043813327,0.010564991186974404,0.5004203731051219,0.03644016475143443,0.5696676076977074,0.2642474829393626,0.5080363444208407,0.5032785568626292,0.380716934487021,0.6258401792382375
trend_direction,trend_direction,1,39,3157,2008-04-10,2020-10-26,0.4949118742485117,0.48444654849534763,0.010465325753164056,0.500227415801152,0.018514373371356464,0.5693719536504983,0.2612568135734855,0.501213902376693,0.5001435406698564,0.4087719298245614,0.5915151515151515
breadth+calendar+futures_core+rates_credit,breadth|calendar|futures_core|rates_credit,4,71,3362,2007-06-08,2020-10-26,0.49314720052667804,0.4828885746775593,0.010258625849118741,0.4958965897035303,0.016731896491039802,0.5750659299478279,0.2607887528843545,0.5139337762216836,0.5052929204127374,0.49759450171821307,0.5129913391072618
breadth+calendar+futures_core+rates_credit+technical_dynamics,breadth|calendar|futures_core|rates_credit|technical_dynamics,5,92,3362,2007-06-08,2020-10-26,0.4924963342011551,0.4828885746775593,0.009607759523595771,0.49525296950092734,0.008720493605052119,0.5564641565569924,0.26584794274761236,0.5073428195229973,0.5073229393025169,0.4316546762589928,0.5829912023460411
breadth+calendar+volatility_options_short,breadth|calendar|volatility_options_short,3,51,2463,2011-01-11,2020-10-26,0.4894333052592839,0.47987161430502573,0.009561690954258184,0.4954910205243304,0.011334722639614325,0.5689783862061002,0.2710789333795691,0.5036006737771864,0.4970786376679004,0.4797687861271676,0.5143884892086331
breadth+calendar+equity_rotation+futures_core+futures_smallcap+interaction_consensus+macro_cross_asset+rates_credit+technical_dynamics+trend_direction+volatility_options_core+volatility_options_short,breadth|calendar|equity_rotation|futures_core|futures_smallcap|interaction_consensus|macro_cross_asset|rates_credit|technical_dynamics|trend_direction|volatility_options_core|volatility_options_short,12,168,782,2017-07-18,2020-10-26,0.5312874450805486,0.5219012115563839,0.009386233524164678,0.5230703392468098,0.033749429478742564,0.6080302523895563,0.2650612088642939,0.5339502063639995,0.5338723776223776,0.44755244755244755,0.6201923076923077
equity_rotation+futures_core+rates_credit+trend_direction+volatility_options_core,equity_rotation|futures_core|rates_credit|trend_direction|volatility_options_core,5,89,3084,2008-04-10,2020-10-26,0.4910370238932373,0.48165673214469573,0.009380291748541547,0.4970010019160944,0.03608949812994065,0.564179350714756,0.26753998792687583,0.4978027948099516,0.4972679833549818,0.40783615316117544,0.5866998135487881
equity_rotation+interaction_consensus+rates_credit+technical_dynamics,equity_rotation|interaction_consensus|rates_credit|technical_dynamics,4,80,3364,2007-06-08,2020-10-26,0.5008889833161874,0.4915145890176082,0.00937439429857917,0.5069871619032394,0.013882953967249203,0.5779851554145321,0.26021668566405176,0.5160818386485962,0.5128360894870329,0.47895500725689405,0.5467171717171717
equity_rotation+macro_cross_asset+rates_credit,equity_rotation|macro_cross_asset|rates_credit,3,55,3356,2007-06-08,2020-10-26,0.49634410136622076,0.4869818463133069,0.009362255052913881,0.49546353494173395,0.038262403375580324,0.5672118812576346,0.26337287921250335,0.514716541110552,0.5147260093699005,0.4426751592356688,0.5867768595041323
breadth+equity_rotation+futures_core+rates_credit,breadth|equity_rotation|futures_core|rates_credit,4,72,3362,2007-06-08,2020-10-26,0.4918623006254302,0.4828885746775593,0.00897372594787088,0.49420315513485447,0.0028886006302754987,0.5673223225712898,0.2641336521657327,0.4979333123859113,0.4976122679832162,0.4377880184331797,0.5574365175332527
futures_core+interaction_consensus+trend_direction,futures_core|interaction_consensus|trend_direction,3,61,3151,2008-04-10,2020-10-26,0.49140462099033255,0.48245329514100976,0.008951325849322789,0.4952554172088038,0.013658406905046456,0.5676025268100126,0.2577154676170043,0.5010130794667116,0.4983516999569828,0.46661550268610896,0.5300878972278567
equity_rotation+futures_core+technical_dynamics+volatility_options_core,equity_rotation|futures_core|technical_dynamics|volatility_options_core,4,76,3295,2007-06-08,2020-10-26,0.49916145514960586,0.4904351028980737,0.008726352251532177,0.499273250533017,0.024341742262175167,0.5760907000663479,0.25984718645473687,0.5089575398504725,0.5089071269231991,0.43724696356275305,0.5805672902836452
breadth+calendar+rates_credit+trend_direction+volatility_options_short,breadth|calendar|rates_credit|trend_direction|volatility_options_short,5,85,2463,2011-01-11,2020-10-26,0.4884707664215496,0.47987161430502573,0.008599152116523845,0.4895760099985205,0.016996079849049668,0.5645741979090008,0.26921800822914926,0.5088114768601417,0.5010806167828099,0.48854961832061067,0.5136116152450091
breadth+calendar+macro_cross_asset+rates_credit+volatility_options_core,breadth|calendar|macro_cross_asset|rates_credit|volatility_options_core,5,83,3289,2007-06-08,2020-10-26,0.4980938404884805,0.4895712026312477,0.008522637857232784,0.49796531081810436,0.016718746674362395,0.572839901492876,0.267371904882191,0.5103569967266776,0.505974919207711,0.38341013824884795,0.6285397001665741
breadth+futures_core+interaction_consensus+rates_credit+volatility_options_core,breadth|futures_core|interaction_consensus|rates_credit|volatility_options_core,5,88,3295,2007-06-08,2020-10-26,0.49887540947634046,0.4904351028980737,0.008440306578266776,0.501120273527139,0.018833229319843003,0.5744379194506296,0.2595983166222404,0.5130189965674519,0.5093150147655962,0.47470238095238093,0.5439276485788114
equity_rotation+rates_credit+volatility_options_short,equity_rotation|rates_credit|volatility_options_short,3,53,2463,2011-01-11,2020-10-26,0.488024884459952,0.47987161430502573,0.008153270154926284,0.49153246187608035,0.03807490940855832,0.5731388598555888,0.26691764463018974,0.4982217802722003,0.49567021005291145,0.45720040281973817,0.5341400172860847
breadth+futures_core+interaction_consensus+macro_cross_asset+rates_credit,breadth|futures_core|interaction_consensus|macro_cross_asset|rates_credit,5,82,3356,2007-06-08,2020-10-26,0.4950512989988058,0.4869818463133069,0.008069452685498912,0.49622507947346645,0.006726148181800568,0.5539641080273248,0.2620670829318129,0.5085022645165651,0.5070621468926554,0.40847457627118644,0.6056497175141243
equity_rotation+futures_core+interaction_consensus+technical_dynamics+volatility_options_short,equity_rotation|futures_core|interaction_consensus|technical_dynamics|volatility_options_short,5,80,2457,2011-01-11,2020-10-26,0.4891361367889753,0.48160409459536097,0.007532042193614308,0.4943113108922694,0.020405354112781077,0.5683650015426802,0.2614162776278444,0.4947612431236885,0.49473628148910864,0.4175824175824176,0.5718901453957996
rates_credit,rates_credit,1,37,3368,2007-06-08,2020-10-26,0.48184929021597755,0.4744509384704987,0.0073983517454788705,0.4862794101522862,0.010944297119277899,0.5599611219363322,0.26586909247196056,0.49639107062113774,0.4951026318030832,0.3969849246231156,0.5932203389830508
equity_rotation+rates_credit+trend_direction,equity_rotation|rates_credit|trend_direction,3,65,3157,2008-04-10,2020-10-26,0.4917320574964494,0.48444654849534763,0.007285509001101753,0.4965371037539448,0.026712470258463426,0.5630342009759439,0.26159299471698094,0.5121913922905155,0.5063409897046358,0.4911242603550296,0.521557719054242
equity_rotation+trend_direction,equity_rotation|trend_direction,2,49,3157,2008-04-10,2020-10-26,0.49128587767550785,0.48444654849534763,0.006839329180160225,0.495559653124404,0.0055408643580068416,0.5548767454156383,0.2623450776383549,0.5026446104410268,0.5018177032784459,0.4132519616390584,0.5903834449178332
calendar+interaction_consensus,calendar|interaction_consensus,2,42,3364,2007-06-08,2020-10-26,0.4978716583918534,0.4915145890176082,0.006357069374245183,0.5033655977778096,0.025494100333680148,0.5779723638743874,0.26719886324523906,0.5096362436820683,0.5095971444286052,0.4317817014446228,0.5874125874125874
futures_core+rates_credit+technical_dynamics+volatility_options_core,futures_core|rates_credit|technical_dynamics|volatility_options_core,4,82,3295,2007-06-08,2020-10-26,0.4967241892760301,0.4904351028980737,0.006289086377956443,0.4943051602240822,0.03117172101451892,0.5775489381834468,0.25794276776758607,0.5054427046598016,0.5009597537040157,0.47093451066961,0.5309849967384214
macro_cross_asset,macro_cross_asset,1,29,3356,2007-06-08,2020-10-26,0.49299426923336914,0.4869818463133069,0.006012422920062266,0.49312133854139545,0.028742416222464644,0.5601800990297887,0.2675879770104059,0.5089623031222539,0.5088898321071496,0.4306451612903226,0.5871345029239766
breadth+futures_core+macro_cross_asset+rates_credit,breadth|futures_core|macro_cross_asset|rates_credit,4,70,3356,2007-06-08,2020-10-26,0.4928985060950421,0.4869818463133069,0.005916659781735223,0.4945415564196279,0.01103018741272822,0.5673408739335022,0.2602727357961464,0.5076751338806228,0.5064827005010467,0.45830202854996244,0.5546633724521309
breadth+calendar+macro_cross_asset+rates_credit+volatility_options_short,breadth|calendar|macro_cross_asset|rates_credit|volatility_options_short,5,75,2451,2011-01-11,2020-10-26,0.488700333046573,0.48296750564894103,0.005732827397631979,0.48943636998994483,0.014274699981069797,0.5642789336408062,0.2662307555728318,0.5103822717845656,0.502553472617895,0.491395793499044,0.5137111517367459
