trade_date,actual_log_return,sarimax_prediction,is_out_of_sample,data_split,forecast_mode,oof_fold
2018-05-31,-0.006144745477856272,-0.0006292575203922725,True,validation,one_step_walk_forward,
2018-06-01,0.009769804893101726,0.000462554976297021,True,validation,one_step_walk_forward,
2018-06-04,0.004740164911957537,-0.0004294070859491116,True,validation,one_step_walk_forward,
2018-06-05,0.0007273171485391942,-0.0001425605447693752,True,validation,one_step_walk_forward,
2018-06-06,0.008325795761088207,8.157504866783513e-05,True,validation,one_step_walk_forward,
2018-06-07,-0.00010814852973372621,-0.00034282836760427297,True,validation,one_step_walk_forward,
2018-06-08,0.002952004907865754,0.0001296166380690161,True,validation,one_step_walk_forward,
2018-06-11,0.001329124999213643,-4.298244846221081e-05,True,validation,one_step_walk_forward,
2018-06-12,0.0012915832391962585,5.066114033960304e-05,True,validation,one_step_walk_forward,
2018-06-13,-0.003196033347797097,5.2899912499896834e-05,True,validation,one_step_walk_forward,
2018-06-14,0.0025145935900984335,0.0003063204146937999,True,validation,one_step_walk_forward,
2018-06-15,-0.0057568829444289435,-1.8369251926506782e-05,True,validation,one_step_walk_forward,
2018-06-18,-0.0020589410069597174,0.0004469686563721681,True,validation,one_step_walk_forward,
2018-06-19,-0.0038401581926364673,0.00023690567657460156,True,validation,one_step_walk_forward,
2018-06-20,0.0017045399875246503,0.0003345796235925591,True,validation,one_step_walk_forward,
2018-06-21,-0.006288568780855549,2.5042151622815155e-05,True,validation,one_step_walk_forward,
2018-06-22,0.0018215605524504461,0.0004712286997218685,True,validation,one_step_walk_forward,
2018-06-25,-0.013706339472387726,1.4153444569996347e-05,True,validation,one_step_walk_forward,
2018-06-26,0.0022115972772832767,0.0008846870819944732,True,validation,one_step_walk_forward,
2018-06-27,-0.008318746370276053,-9.752090990612611e-06,True,validation,one_step_walk_forward,
2018-06-28,0.005701216707823484,0.0005791265053283315,True,validation,one_step_walk_forward,
2018-06-29,0.0014386048230611169,-0.00020953234841612,True,validation,one_step_walk_forward,
2018-07-02,0.0021356807072243403,3.1381636069954794e-05,True,validation,one_step_walk_forward,
2018-07-03,-0.003537447464279723,-6.3636742210319705e-06,True,validation,one_step_walk_forward,
2018-07-05,0.00812486423702682,0.0003096075692000074,True,validation,one_step_walk_forward,
2018-07-06,0.008422663255079442,-0.00034459128588603164,True,validation,one_step_walk_forward,
2018-07-09,0.008964060732821678,-0.00036282362332168275,True,validation,one_step_walk_forward,
